HOME_TEAM_WINS,FGP_H,FG3P_H,FTP_H,DREB_H,AST_H,STL_H,BLK_H,RANKING_H
YES,0.45,0.33,0.7,35,22,5,8,0.392
YES,0.51,0.37,0.7,29,29,10,5,0.577
NO,0.42,0.2,0.75,28,19,6,1,0.429
NO,0.38,0.34,0.88,33,15,2,6,0.434
NO,0.44,0.38,0.87,38,23,5,10,0.48
YES,0.39,0.3,0.7,33,13,15,8,0.49
YES,0.52,0.27,0.6,37,26,7,4,0.458
YES,0.56,0.64,0.93,35,29,5,4,0.255
NO,0.45,0.2,0.78,31,17,7,2,0.528
YES,0.47,0.34,0.77,29,17,12,8,0.157
YES,0.52,0.08,0.95,31,24,7,4,0.308
NO,0.5,0.39,0.57,44,27,3,4,0.588
YES,0.54,0.55,0.83,33,21,7,1,0.529
YES,0.44,0.33,0.8,36,27,4,6,0.843
YES,0.43,0.34,1,39,21,6,6,0.72
YES,0.49,0.27,0.65,33,24,7,4,0.92
NO,0.32,0.19,0.73,31,13,13,4,0.509
NO,0.38,0.38,0.77,27,19,3,6,0.269
YES,0.47,0.44,0.8,36,23,7,5,0.49
YES,0.46,0.28,0.92,35,24,9,10,0.44
NO,0.44,0.36,0.7,36,19,2,6,0.426
NO,0.4,0.41,0.69,40,14,2,0,0.558
YES,0.56,0.54,0.87,37,34,9,5,0.585
YES,0.44,0.39,0.77,46,20,6,8,0.5
YES,0.52,0.47,0.8,31,23,6,6,0.264
NO,0.38,0.24,0.86,43,20,7,5,0.154
YES,0.4,0.15,0.7,45,13,8,5,0.538
NO,0.44,0.17,0.8,39,24,0,9,0.302
NO,0.51,0.09,0.79,27,22,9,4,0.264
NO,0.47,0.41,0.6,39,31,9,4,0.556
NO,0.5,0.37,0.68,34,18,5,3,0.577
YES,0.48,0.46,0.74,41,27,7,5,0.725
NO,0.45,0.29,0.53,28,22,7,2,0.509
YES,0.51,0.37,0.65,27,25,5,6,0.396
YES,0.47,0.35,0.88,35,28,5,6,0.922
NO,0.57,0.33,0.71,30,21,7,5,0.547
NO,0.48,0.38,0.88,30,24,5,1,0.527
NO,0.53,0.31,0.86,39,22,6,5,0.418
NO,0.44,0.36,0.75,34,21,7,3,0.519
NO,0.43,0.22,0.73,27,19,7,4,0.528
NO,0.43,0.37,0.86,35,21,5,8,0.5
NO,0.44,0.29,0.73,40,21,7,6,0.259
YES,0.46,0.29,0.76,33,21,11,2,0.5
YES,0.49,0.39,0.86,35,34,5,2,0.582
YES,0.51,0.42,0.61,33,26,6,1,0.731
NO,0.46,0.5,0.68,27,25,4,2,0.259
NO,0.46,0.43,0.65,26,29,9,10,0.151
NO,0.41,0.4,0.88,37,26,7,7,0.442
YES,0.46,0.29,0.81,33,22,5,6,0.315
YES,0.48,0.42,0.67,31,23,9,3,0.385
YES,0.52,0.38,0.83,41,28,4,7,0.741
YES,0.44,0.29,0.72,43,24,10,4,0.407
YES,0.46,0.29,0.88,41,21,8,8,0.736
YES,0.5,0.48,0.75,37,23,8,7,0.667
YES,0.49,0.39,0.57,30,25,14,10,0.462
YES,0.54,0.43,0.61,43,22,4,8,0.5
NO,0.44,0.37,0.76,35,22,7,11,0.4
YES,0.4,0.37,0.88,49,25,10,4,0.453
YES,0.49,0.48,0.77,38,16,12,8,0.426
YES,0.46,0.32,0.73,39,26,5,5,0.472
YES,0.54,0.57,0.7,40,28,12,4,0.509
NO,0.37,0.31,0.83,31,23,7,6,0.255
NO,0.44,0.19,0.9,39,28,6,4,0.727
NO,0.47,0.44,1,34,27,7,4,0.554
YES,0.49,0.33,0.79,31,17,13,5,0.593
YES,0.49,0.47,0.85,35,26,14,6,0.273
YES,0.51,0.41,0.8,31,22,12,4,0.389
NO,0.49,0.45,0.88,24,20,5,4,0.196
YES,0.52,0.44,0.65,38,32,4,6,0.519
NO,0.45,0.36,0.83,34,24,9,2,0.655
NO,0.42,0.22,0.67,39,31,11,8,0.544
NO,0.43,0.42,0.72,24,24,9,6,0.304
YES,0.49,0.15,0.64,48,23,2,9,0.564
NO,0.47,0.29,0.79,30,19,11,5,0.393
NO,0.43,0.23,0.88,33,23,8,4,0.268
NO,0.41,0.24,0.68,25,22,9,7,0.714
NO,0.42,0.28,0.66,34,27,12,3,0.444
YES,0.56,0.68,0.96,30,30,2,7,0.527
YES,0.41,0.25,0.81,38,12,4,2,0.667
NO,0.42,0.36,0.62,30,18,9,6,0.482
YES,0.48,0.38,0.94,34,23,8,3,0.526
NO,0.46,0.38,0.73,33,26,6,5,0.25
YES,0.43,0.38,0.66,25,20,7,6,0.518
YES,0.52,0.53,0.75,36,24,5,6,0.316
NO,0.43,0.31,0.92,35,19,8,2,0.727
NO,0.42,0.29,0.62,39,23,7,7,0.534
YES,0.38,0.15,0.68,46,19,8,8,0.571
YES,0.51,0.31,0.6,37,32,10,8,0.421
YES,0.55,0.54,0.66,43,29,9,10,0.661
NO,0.44,0.3,0.65,28,18,2,3,0.414
YES,0.5,0.43,0.88,33,24,6,6,0.526
YES,0.51,0.42,0.82,33,22,11,4,0.5
YES,0.46,0.46,0.65,48,29,9,4,0.473
NO,0.54,0.48,0.73,30,23,7,4,0.143
NO,0.41,0.37,0.82,32,27,10,3,0.386
YES,0.49,0.41,0.65,35,26,11,1,0.732
NO,0.35,0.28,0.57,38,19,13,9,0.649
NO,0.47,0.43,0.84,35,19,8,8,0.561
YES,0.56,0.48,0.66,37,26,6,4,0.589
YES,0.48,0.38,0.85,26,21,7,7,0.679
YES,0.51,0.2,0.81,34,22,8,4,0.544
NO,0.41,0.32,0.8,29,26,10,4,0.517
YES,0.47,0.39,0.65,40,22,10,1,0.5
NO,0.41,0.33,0.53,34,27,13,1,0.429
YES,0.5,0.35,0.81,43,26,6,2,0.536
NO,0.43,0.33,0.57,29,16,10,4,0.241
NO,0.46,0.38,0.79,29,23,11,4,0.446
NO,0.46,0.37,0.82,29,22,4,3,0.517
YES,0.49,0.22,0.76,33,21,9,3,0.576
YES,0.52,0.6,0.94,25,29,5,6,0.404
NO,0.43,0.18,0.75,27,15,6,2,0.491
NO,0.41,0.21,0.88,42,19,8,3,0.534
YES,0.42,0.21,0.92,35,28,14,11,0.542
YES,0.51,0.35,0.73,29,18,6,0,0.684
YES,0.51,0.38,0.78,35,25,9,1,0.525
NO,0.44,0.5,0.73,31,19,6,3,0.421
NO,0.41,0.22,0.67,27,14,9,3,0.183
YES,0.46,0.25,0.83,40,18,7,4,0.417
NO,0.43,0.32,0.76,34,21,10,5,0.138
NO,0.42,0.25,0.68,32,14,11,9,0.483
NO,0.49,0.58,0.67,32,21,3,7,0.407
NO,0.48,0.35,0.65,46,23,6,4,0.695
YES,0.46,0.38,0.71,40,19,4,3,0.254
YES,0.41,0.31,0.82,36,26,12,6,0.583
NO,0.46,0.37,0.85,35,22,9,4,0.397
NO,0.41,0.32,0.83,40,33,4,6,0.517
NO,0.42,0.32,0.73,30,19,5,4,0.492
YES,0.49,0.47,0.6,42,29,4,5,0.55
YES,0.49,0.35,0.71,39,28,6,2,0.483
NO,0.37,0.4,0.92,27,16,8,9,0.41
YES,0.53,0.36,1,35,34,9,6,0.533
YES,0.57,0.62,0.88,27,28,9,6,0.448
NO,0.43,0.21,0.76,33,21,7,5,0.525
YES,0.58,0.52,0.74,31,28,2,1,0.517
YES,0.49,0.39,0.88,39,22,8,4,0.661
YES,0.59,0.53,0.73,32,30,12,4,0.417
YES,0.42,0.31,0.84,31,22,4,2,0.712
NO,0.53,0.32,0.8,32,27,3,4,0.383
NO,0.45,0.28,0.68,24,28,11,0,0.414
YES,0.48,0.3,0.77,39,25,6,6,0.492
YES,0.44,0.33,0.69,36,27,6,13,0.59
YES,0.4,0.33,0.88,33,28,11,3,0.915
YES,0.49,0.42,0.67,38,22,5,4,0.197
YES,0.68,0.5,0.76,34,28,5,11,0.567
YES,0.56,0.47,0.84,30,27,7,4,0.541
YES,0.48,0.48,0.85,43,27,8,6,0.525
NO,0.38,0.29,0.72,38,11,4,4,0.403
NO,0.4,0.39,0.69,31,23,8,5,0.131
YES,0.4,0.33,0.77,51,25,5,6,0.45
YES,0.51,0.21,0.89,36,25,8,6,0.85
NO,0.45,0.21,0.88,31,14,8,1,0.41
YES,0.49,0.52,0.76,35,22,3,6,0.393
YES,0.44,0.09,0.66,43,20,15,9,0.492
YES,0.41,0.28,0.67,33,26,11,3,0.667
YES,0.4,0.27,0.96,38,20,9,8,0.597
YES,0.44,0.28,0.88,23,20,13,4,0.6
YES,0.5,0.27,0.86,35,12,7,5,0.678
NO,0.43,0.36,0.85,36,17,8,2,0.311
YES,0.54,0.32,0.76,36,33,11,3,0.917
YES,0.48,0.53,0.76,41,25,5,8,0.574
NO,0.48,0.24,0.67,34,25,5,3,0.532
NO,0.39,0.33,1,34,23,6,4,0.383
NO,0.34,0.19,0.7,29,19,5,1,0.19
NO,0.48,0.23,0.88,33,28,8,6,0.387
YES,0.48,0.42,0.83,34,20,4,9,0.541
NO,0.38,0.29,0.78,29,21,12,5,0.129
YES,0.52,0.58,0.8,28,24,13,6,0.419
YES,0.46,0.2,0.76,38,20,8,2,0.603
NO,0.35,0.26,0.5,35,20,12,3,0.443
YES,0.51,0.5,0.8,29,12,5,4,0.683
YES,0.46,0.22,0.84,33,14,8,5,0.607
YES,0.47,0.44,0.75,39,24,9,5,0.717
NO,0.43,0.38,0.61,35,22,10,10,0.656
YES,0.68,0.56,0.82,26,36,8,8,0.317
YES,0.51,0.33,0.76,32,27,8,4,0.721
YES,0.53,0.25,0.78,39,19,4,5,0.406
YES,0.46,0.43,0.79,41,28,8,4,0.508
NO,0.44,0.4,0.62,32,25,7,4,0.484
YES,0.49,0.35,0.84,35,31,6,5,0.855
NO,0.41,0.47,0.82,26,25,6,5,0.377
YES,0.41,0.35,0.76,41,25,8,5,0.397
YES,0.47,0.36,0.95,32,23,12,6,0.203
NO,0.48,0.36,0.78,35,27,8,6,0.672
NO,0.38,0.16,0.83,29,22,17,6,0.413
YES,0.44,0.57,0.77,38,16,7,10,0.587
NO,0.4,0.45,0.79,26,17,6,3,0.597
YES,0.52,0.55,0.82,35,22,7,1,0.508
NO,0.37,0.16,0.81,39,15,5,1,0.516
NO,0.45,0.24,0.83,36,23,9,7,0.71
YES,0.5,0.4,0.8,38,35,5,11,0.516
YES,0.46,0.4,0.82,36,20,8,7,0.548
YES,0.5,0.46,0.7,40,27,13,7,0.903
YES,0.48,0.28,0.69,33,23,17,6,0.387
YES,0.41,0.44,0.93,40,19,5,7,0.531
NO,0.35,0.27,0.74,39,16,10,4,0.46
YES,0.47,0.43,0.8,28,24,9,7,0.677
YES,0.45,0.29,0.74,34,28,9,3,0.406
YES,0.49,0.33,0.78,35,21,7,2,0.215
NO,0.46,0.27,0.79,28,18,5,2,0.308
YES,0.46,0.42,0.77,40,24,2,4,0.523
NO,0.48,0.36,0.72,33,20,8,2,0.397
NO,0.45,0.3,0.82,33,25,6,2,0.508
NO,0.41,0.36,0.69,26,23,8,5,0.125
YES,0.53,0.38,0.83,42,33,6,2,0.688
YES,0.47,0.47,0.79,31,26,9,7,0.6
YES,0.52,0.5,0.7,22,27,7,0,0.415
YES,0.46,0.43,0.82,39,21,6,3,0.556
NO,0.44,0.31,0.67,28,16,6,0,0.266
YES,0.57,0.43,0.6,30,36,10,7,0.905
YES,0.46,0.29,0.72,37,16,6,3,0.683
YES,0.47,0.35,0.79,31,29,14,4,0.846
NO,0.52,0.32,0.81,30,18,8,4,0.212
YES,0.48,0.46,0.79,38,27,9,11,0.415
YES,0.45,0.32,0.67,38,25,5,6,0.138
YES,0.51,0.4,0.83,28,28,9,5,0.563
NO,0.37,0.26,0.79,31,24,14,3,0.591
NO,0.47,0.38,0.8,32,27,7,6,0.5
NO,0.43,0.22,0.72,38,15,3,7,0.677
YES,0.49,0.43,0.66,40,27,14,7,0.6
YES,0.45,0.45,0.75,34,23,8,9,0.656
NO,0.4,0.32,0.88,25,23,9,4,0.391
YES,0.45,0.45,0.77,40,23,5,6,0.906
YES,0.57,0.56,0.76,38,15,10,4,0.462
NO,0.46,0.4,0.85,30,24,11,2,0.136
YES,0.55,0.48,0.88,34,28,6,5,0.569
NO,0.48,0.36,0.83,33,30,7,1,0.5
YES,0.43,0.32,0.71,39,27,9,12,0.561
YES,0.44,0.33,0.84,35,17,10,7,0.688
YES,0.49,0.31,0.79,37,22,11,6,0.424
YES,0.4,0.17,0.84,31,17,12,3,0.848
YES,0.56,0.49,0.91,42,34,2,3,0.522
YES,0.5,0.33,0.85,35,28,6,9,0.908
YES,0.52,0.33,0.83,35,24,10,8,0.424
NO,0.41,0.31,0.84,29,23,5,4,0.646
YES,0.47,0.5,0.9,41,27,11,6,0.567
NO,0.56,0.44,0.77,28,25,3,6,0.273
NO,0.4,0.19,0.76,35,14,6,2,0.209
NO,0.47,0.43,0.67,28,25,8,5,0.385
NO,0.45,0.3,0.87,32,12,5,9,0.677
YES,0.49,0.44,0.86,32,20,3,4,0.478
NO,0.42,0.33,0.65,33,18,9,7,0.561
YES,0.59,0.47,0.79,27,24,9,6,0.582
YES,0.57,0.44,0.78,35,34,11,3,0.47
YES,0.54,0.48,0.65,45,29,13,14,0.507
YES,0.42,0.31,0.8,38,22,8,3,0.269
YES,0.58,0.48,0.83,38,30,6,6,0.909
YES,0.59,0.53,0.81,42,31,10,6,0.672
YES,0.46,0.42,0.71,34,18,9,7,0.537
YES,0.54,0.32,0.8,29,28,7,4,0.439
YES,0.54,0.4,0.75,30,25,6,4,0.851
YES,0.52,0.42,0.87,38,23,12,3,0.284
NO,0.44,0.19,0.73,39,20,10,5,0.206
NO,0.44,0.15,0.73,27,18,8,3,0.426
NO,0.46,0.32,0.72,39,23,3,4,0.5
YES,0.49,0.62,0.75,38,25,12,6,0.478
YES,0.44,0.27,0.85,35,21,9,4,0.716
NO,0.49,0.36,0.71,26,23,5,3,0.5
NO,0.44,0.2,0.76,24,22,3,8,0.574
NO,0.47,0.5,0.88,31,23,7,2,0.388
YES,0.51,0.49,0.92,42,32,4,8,0.91
NO,0.43,0.26,0.89,26,17,4,4,0.574
YES,0.4,0.3,0.76,44,23,3,4,0.567
YES,0.49,0.46,1,34,26,6,8,0.507
NO,0.53,0.41,0.79,33,22,5,8,0.574
YES,0.5,0.46,0.86,33,32,5,8,0.58
YES,0.49,0.26,0.68,35,21,7,17,0.435
YES,0.49,0.44,0.67,42,20,14,5,0.485
YES,0.52,0.5,0.91,33,35,8,11,0.853
NO,0.38,0.29,0.7,39,21,9,7,0.529
NO,0.38,0.18,0.69,32,17,16,3,0.132
YES,0.48,0.46,0.72,33,18,10,8,0.691
NO,0.45,0.5,0.82,27,24,12,4,0.426
NO,0.44,0.31,0.95,35,25,4,8,0.493
YES,0.56,0.38,0.64,29,31,9,7,0.507
NO,0.39,0.34,0.63,26,24,11,5,0.13
NO,0.36,0.26,0.85,38,21,4,6,0.203
NO,0.48,0.48,0.79,31,23,7,4,0.368
YES,0.48,0.46,0.83,33,25,7,6,0.507
YES,0.49,0.42,0.62,30,30,5,4,0.514
YES,0.55,0.58,0.83,29,29,7,5,0.58
NO,0.42,0.28,0.7,30,22,6,13,0.565
YES,0.41,0.38,0.83,39,17,4,6,0.855
YES,0.5,0.37,0.58,31,32,12,6,0.586
YES,0.49,0.27,0.81,26,23,9,5,0.571
YES,0.45,0.28,0.76,34,24,7,4,0.493
NO,0.48,0.41,0.73,26,28,11,2,0.522
YES,0.49,0.32,0.73,31,24,4,6,0.515
NO,0.42,0.38,0.7,28,28,5,7,0.129
YES,0.49,0.33,0.8,44,22,9,1,0.377
YES,0.43,0.3,0.64,31,18,8,7,0.696
YES,0.55,0.6,0.83,42,31,7,8,0.5
NO,0.35,0.21,0.8,36,16,5,7,0.394
NO,0.52,0.38,0.82,25,21,10,10,0.429
YES,0.56,0.48,0.76,35,38,10,4,0.714
NO,0.44,0.37,0.83,27,26,8,5,0.314
NO,0.39,0.39,0.76,36,22,8,10,0.271
YES,0.41,0.27,0.76,29,18,6,3,0.521
YES,0.47,0.32,0.83,37,22,8,6,0.577
YES,0.43,0.38,0.85,38,18,7,5,0.529
YES,0.45,0.5,0.65,29,28,13,7,0.522
YES,0.4,0.42,0.68,36,18,11,5,0.571
NO,0.49,0.39,0.76,31,23,5,6,0.577
NO,0.46,0.44,0.89,38,21,4,2,0.271
YES,0.45,0.23,0.72,33,22,10,7,0.69
YES,0.51,0.32,0.96,29,21,10,4,0.214
NO,0.39,0.44,0.8,31,16,7,1,0.371
NO,0.42,0.4,0.92,33,25,7,2,0.493
YES,0.45,0.26,0.88,35,19,12,8,0.514
YES,0.45,0.44,0.75,39,23,9,5,0.901
YES,0.51,0.46,0.6,37,31,6,4,0.282
YES,0.52,0.57,0.83,34,26,7,4,0.845
YES,0.48,0.29,0.85,25,29,6,8,0.718
NO,0.46,0.47,0.76,28,29,7,5,0.514
YES,0.54,0.46,0.84,36,30,4,5,0.528
YES,0.43,0.35,0.8,39,18,7,9,0.417
YES,0.56,0.38,0.56,34,29,8,6,0.324
YES,0.44,0.4,0.62,41,24,5,5,0.583
NO,0.45,0.39,0.55,28,22,13,9,0.486
YES,0.51,0.43,0.94,40,19,4,9,0.411
YES,0.46,0.36,0.74,36,28,10,5,0.282
YES,0.46,0.35,0.87,41,26,10,6,0.535
YES,0.45,0.21,0.64,36,21,9,5,0.62
YES,0.54,0.41,0.64,29,27,13,4,0.694
YES,0.46,0.27,0.77,47,22,4,6,0.534
YES,0.49,0.47,0.91,33,30,8,10,0.903
NO,0.44,0.43,0.81,36,23,6,3,0.208
YES,0.57,0.39,0.83,29,25,7,5,0.847
YES,0.42,0.16,0.82,28,26,10,6,0.589
NO,0.5,0.45,0.7,32,37,7,2,0.486
YES,0.5,0.33,0.7,33,23,9,7,0.583
YES,0.44,0.32,0.74,40,28,10,7,0.389
YES,0.52,0.55,0.46,35,25,3,11,0.493
NO,0.39,0.24,0.71,39,25,2,4,0.527
NO,0.44,0.23,0.86,32,19,7,3,0.274
NO,0.44,0.27,0.87,28,26,6,3,0.405
YES,0.54,0.37,0.67,38,32,5,7,0.411
NO,0.42,0.35,0.68,31,20,5,0,0.405
YES,0.55,0.45,0.86,33,24,13,1,0.292
YES,0.42,0.32,0.8,45,21,9,5,0.514
YES,0.52,0.35,0.89,34,19,6,5,0.699
NO,0.44,0.27,0.65,27,22,6,1,0.361
NO,0.38,0.36,0.84,32,18,9,4,0.329
YES,0.62,0.45,0.73,35,32,11,3,0.397
YES,0.48,0.36,0.73,27,24,13,11,0.625
YES,0.47,0.35,0.65,35,25,9,6,0.534
YES,0.53,0.42,0.75,37,32,9,4,0.904
NO,0.38,0.25,0.88,30,15,12,0,0.205
NO,0.38,0.41,0.73,40,22,4,5,0.493
YES,0.57,0.31,0.75,25,25,11,4,0.589
YES,0.52,0.44,0.83,36,29,13,5,0.63
NO,0.44,0.38,0.89,38,20,3,4,0.413
YES,0.52,0.53,0.74,44,26,4,7,0.5
YES,0.43,0.42,0.73,41,18,11,3,0.37
NO,0.41,0.33,0.7,28,19,4,7,0.671
YES,0.51,0.27,0.8,30,22,10,3,0.338
YES,0.48,0.48,0.83,37,25,6,10,0.52
NO,0.4,0.32,0.62,26,19,8,4,0.554
YES,0.62,0.52,0.68,30,40,11,5,0.419
NO,0.31,0.36,0.9,36,20,8,5,0.12
NO,0.43,0.16,0.88,31,20,9,6,0.527
NO,0.36,0.35,0.86,28,21,5,5,0.703
YES,0.38,0.21,0.9,37,20,6,4,0.533
YES,0.44,0.44,0.65,48,27,11,6,0.905
YES,0.45,0.48,0.79,36,26,14,4,0.676
NO,0.43,0.32,0.63,26,18,5,4,0.547
NO,0.4,0.28,0.45,38,14,11,2,0.493
NO,0.34,0.35,0.65,39,20,2,1,0.333
YES,0.36,0.3,0.76,30,14,9,5,0.213
YES,0.48,0.5,0.73,32,23,10,8,0.84
YES,0.41,0.32,0.76,28,18,7,1,0.493
YES,0.48,0.4,0.74,29,21,13,9,0.413
YES,0.56,0.44,0.72,34,27,13,6,0.4
YES,0.44,0.32,0.79,41,29,10,7,0.707
YES,0.46,0.41,0.74,35,26,9,10,0.526
NO,0.4,0.36,0.86,32,19,5,6,0.487
YES,0.44,0.45,0.89,37,29,7,4,0.373
YES,0.52,0.31,0.79,29,25,10,1,0.697
NO,0.42,0.37,0.71,32,18,11,4,0.52
YES,0.5,0.61,1,39,24,4,8,0.403
NO,0.46,0.47,0.77,33,25,12,7,0.895
NO,0.4,0.3,0.88,43,25,5,8,0.584
NO,0.38,0.39,0.58,35,23,4,4,0.526
NO,0.44,0.33,0.79,25,20,7,5,0.395
YES,0.53,0.36,0.61,32,13,9,5,0.5
YES,0.55,0.24,0.6,31,31,14,6,0.421
YES,0.43,0.26,0.78,47,23,9,6,0.587
NO,0.41,0.37,0.82,24,16,13,7,0.539
NO,0.39,0.3,0.77,39,19,5,3,0.263
NO,0.39,0.36,0.87,36,21,6,10,0.5
NO,0.41,0.43,0.69,30,23,3,1,0.117
YES,0.52,0.67,0.78,37,21,9,4,0.532
NO,0.43,0.31,0.71,35,27,3,10,0.41
YES,0.45,0.25,0.9,32,28,11,5,0.842
NO,0.41,0.29,0.69,36,22,6,4,0.211
YES,0.54,0.55,0.46,31,34,7,1,0.714
NO,0.47,0.29,0.8,29,28,6,7,0.416
NO,0.41,0.19,0.89,35,20,8,4,0.325
NO,0.34,0.28,0.7,33,20,7,9,0.397
YES,0.48,0.38,0.79,30,27,10,3,0.429
NO,0.39,0.35,0.62,29,20,5,3,0.273
YES,0.4,0.31,0.88,23,24,11,5,0.494
YES,0.57,0.6,0.82,32,30,5,8,0.896
NO,0.42,0.3,0.63,33,16,5,1,0.26
YES,0.51,0.42,0.61,34,27,9,4,0.632
YES,0.44,0.26,0.71,40,19,6,8,0.675
YES,0.45,0.37,0.88,30,18,13,1,0.538
NO,0.4,0.25,0.5,29,20,7,1,0.41
YES,0.52,0.64,0.71,34,22,6,4,0.584
YES,0.51,0.35,0.62,40,26,11,4,0.636
NO,0.5,0.34,0.88,37,35,9,5,0.885
YES,0.45,0.38,0.82,30,31,10,6,0.128
NO,0.42,0.33,0.67,28,28,9,4,0.405
YES,0.41,0.32,0.74,37,26,16,3,0.59
NO,0.53,0.5,0.67,31,20,6,7,0.397
NO,0.47,0.29,0.81,35,13,5,4,0.5
YES,0.51,0.29,0.85,37,36,7,10,0.487
NO,0.47,0.38,0.87,33,24,5,6,0.392
YES,0.56,0.52,0.77,29,25,9,1,0.538
NO,0.48,0.27,0.74,36,25,7,8,0.423
YES,0.41,0.3,0.86,27,19,9,4,0.513
NO,0.36,0.21,0.76,33,12,6,1,0.205
YES,0.41,0.29,0.81,33,24,10,7,0.59
YES,0.51,0.45,0.79,30,32,11,6,0.538
YES,0.48,0.29,0.82,32,16,8,2,0.59
NO,0.42,0.35,0.9,30,19,11,5,0.392
NO,0.57,0.42,0.61,21,26,13,12,0.481
YES,0.54,0.48,0.91,36,33,8,2,0.886
YES,0.43,0.38,0.81,36,23,4,12,0.595
YES,0.49,0.38,0.85,32,26,11,12,0.582
YES,0.54,0.45,0.71,31,21,4,5,0.671
NO,0.44,0.35,0.7,38,14,7,6,0.494
YES,0.53,0.45,0.76,34,29,5,4,0.38
YES,0.5,0.39,0.79,32,18,7,6,0.519
YES,0.52,0.45,0.75,31,23,4,9,0.43
YES,0.56,0.43,0.79,30,35,6,9,0.595
NO,0.35,0.38,0.67,31,25,7,5,0.127
YES,0.47,0.27,0.84,39,21,9,7,0.413
YES,0.47,0.44,0.9,37,17,5,2,0.538
YES,0.52,0.52,0.82,39,31,10,10,0.6
YES,0.45,0.33,0.81,32,19,8,6,0.5
NO,0.39,0.33,0.9,37,19,8,4,0.525
NO,0.5,0.38,0.89,26,19,2,4,0.531
YES,0.48,0.41,0.55,24,22,12,4,0.4
NO,0.41,0.33,0.75,29,19,8,2,0.375
YES,0.56,0.41,0.81,44,34,10,4,0.538
YES,0.52,0.43,0.71,44,27,8,5,0.488
YES,0.49,0.5,0.41,36,25,11,6,0.65
NO,0.38,0.18,0.79,35,21,10,5,0.813
YES,0.51,0.41,0.72,32,30,11,5,0.488
NO,0.41,0.28,0.68,32,24,12,6,0.125
YES,0.56,0.3,0.87,37,28,10,3,0.588
NO,0.36,0.35,0.86,34,14,4,3,0.395
NO,0.4,0.22,0.74,35,18,6,7,0.407
YES,0.48,0.38,0.9,38,17,9,4,0.704
NO,0.38,0.33,0.83,33,17,6,1,0.58
NO,0.51,0.46,0.79,23,28,8,2,0.37
NO,0.45,0.27,0.72,32,21,5,3,0.494
NO,0.46,0.24,0.73,30,25,12,3,0.346
YES,0.44,0.32,0.59,44,27,8,11,0.679
YES,0.49,0.3,0.64,24,28,19,10,0.432
NO,0.41,0.23,0.82,34,21,8,3,0.272
NO,0.45,0.32,0.62,30,24,9,9,0.259
YES,0.55,0.48,0.76,33,29,11,7,0.654
NO,0.4,0.28,0.67,30,15,9,4,0.531
YES,0.51,0.32,0.7,33,26,10,3,0.543
YES,0.43,0.29,0.75,31,15,12,8,0.815
YES,0.51,0.4,0.84,36,25,11,5,0.679
YES,0.48,0.32,0.53,40,25,14,4,0.5
YES,0.44,0.31,0.82,32,19,11,8,0.537
NO,0.47,0.39,0.73,35,21,4,7,0.695
NO,0.43,0.3,0.85,36,23,8,3,0.402
YES,0.45,0.27,0.77,40,26,10,5,0.28
YES,0.53,0.43,0.81,39,35,7,7,0.89
YES,0.43,0.36,0.86,29,20,7,3,0.585
YES,0.65,0.46,0.83,38,41,14,8,0.354
YES,0.55,0.38,0.63,41,32,6,5,0.585
YES,0.47,0.62,0.81,37,27,8,8,0.512
YES,0.48,0.29,0.63,41,33,11,7,0.5
NO,0.4,0.31,0.81,30,20,8,2,0.512
NO,0.44,0.38,0.67,34,26,8,8,0.256
YES,0.48,0.24,0.87,39,19,6,3,0.207
YES,0.41,0.19,0.77,40,23,4,9,0.585
YES,0.45,0.34,0.86,42,23,7,6,0.671
YES,0.43,0.4,0.67,38,26,10,7,0.89
NO,0.38,0.21,0.68,32,17,6,5,0.683
YES,0.58,0.5,0.76,28,27,7,4,0.585
YES,0.44,0.34,0.76,28,25,7,4,0.695
YES,0.52,0.45,0.92,35,22,13,9,0.817
YES,0.54,0.35,0.64,37,23,7,7,0.646
NO,0.34,0.22,0.83,35,11,9,4,0.671
YES,0.49,0.35,0.71,26,27,10,6,0.89
YES,0.44,0.28,0.92,32,19,8,5,0.683
YES,0.39,0.38,0.88,46,20,7,15,0.585
YES,0.47,0.53,0.82,41,19,8,10,0.817
YES,0.58,0.56,0.82,32,19,6,6,0.585
YES,0.5,0.53,0.5,31,23,7,1,0.695
YES,0.46,0.38,0.56,40,20,7,9,0.646
YES,0.39,0.31,0.61,36,18,9,4,0.5
NO,0.47,0.26,0.69,23,24,9,3,0.512
NO,0.38,0.27,0.82,29,16,3,6,0.549
YES,0.46,0.34,0.73,37,23,10,6,0.585
NO,0.49,0.26,0.68,27,22,7,3,0.537
NO,0.41,0.22,0.79,33,17,4,4,0.512
YES,0.43,0.24,0.7,40,15,5,3,0.537
YES,0.39,0.28,0.95,38,18,5,4,0.585
NO,0.52,0.35,0.82,26,25,3,2,0.512
YES,0.47,0.38,0.78,28,24,10,5,0.549
YES,0.43,0.33,0.68,40,25,7,7,0.585
NO,0.49,0.42,0.67,35,22,3,4,0.537
NO,0.42,0.19,0.61,35,18,11,3,0.5
NO,0.45,0.38,0.74,23,18,6,5,0.512
YES,0.51,0.33,0.81,28,19,6,5,0.671
YES,0.41,0.42,0.87,42,27,5,7,0.537
YES,0.4,0.25,0.83,30,10,7,7,0.585
YES,0.44,0.4,0.75,38,30,13,3,0.585
YES,0.4,0.23,0.86,29,12,9,3,0.683
