"DATE","VISITOR_TEAM_ID","HOME_TEAM_ID","SEASON","HOME_TEAM_WINS","FGM_H","FGA_H","FGP_H","FG3M_H","FG3A_H","FG3P_H","FTM_H","FTA_H","FTP_H","OREB_H","DREB_H","REB_H","AST_H","STL_H","BLK_H","TO_H","PF_H","PTS_H","FGM_A","FGA_A","FGP_A","FG3M_A","FG3A_A","FG3P_A","FTM_A","FTA_A","FTP_A","OREB_A","DREB_A","REB_A","AST_A","STL_A","BLK_A","TO_A","PF_A","PTS_A","WIN_H","LOSE_H","RANKING_H","HOME_RECORD_H","ROAD_RECORD_H","WIN_A","LOSE_A","RANKING_A","HOME_RECORD_A","ROAD_RECORD_A"
"2016-12-07","DET","CHA",2016,"YES",30,88,0.34,6,21,0.29,21,29,0.72,5,46,51,13,7,2,5,11,87,34,89,0.38,4,27,0.15,5,8,0.62,7,50,57,21,3,8,12,18,77,13,9,0.591,"7-6","6-3",12,12,0.5,"8-3","4-9"
"2016-12-07","GSW","LAC",2016,"NO",36,92,0.39,8,26,0.31,18,24,0.75,17,30,47,15,3,2,13,24,98,42,89,0.47,7,31,0.23,24,29,0.83,12,34,46,32,11,5,10,24,115,16,7,0.696,"7-4","9-3",19,3,0.864,"9-2","10-1"
"2016-12-07","IND","PHX",2016,"NO",34,85,0.4,9,33,0.27,17,18,0.94,9,31,40,17,14,4,19,31,94,35,78,0.45,7,23,0.3,32,41,0.78,12,37,49,16,11,3,18,16,109,6,16,0.273,"3-6","3-10",11,11,0.5,"8-4","3-7"
"2016-12-07","LAL","HOU",2016,"YES",51,94,0.54,15,36,0.42,17,21,0.81,15,37,52,35,20,2,20,22,134,34,87,0.39,5,20,0.25,22,27,0.81,14,25,39,14,13,4,27,22,95,15,7,0.682,"6-2","9-5",10,14,0.417,"6-5","4-9"
"2016-12-07","MIA","ATL",2016,"YES",43,88,0.49,4,19,0.21,13,15,0.87,14,33,47,27,9,9,14,20,103,34,80,0.42,11,27,0.41,16,20,0.8,8,25,33,20,6,6,16,16,95,11,12,0.478,"7-4","4-8",7,15,0.318,"2-8","5-7"
"2016-12-07","POR","MIL",2016,"YES",40,77,0.52,10,24,0.42,25,37,0.68,5,36,41,19,8,7,10,13,115,37,85,0.44,17,40,0.42,16,19,0.84,10,34,44,25,7,4,15,22,107,11,9,0.55,"8-5","3-4",12,11,0.522,"7-4","5-7"
"2016-12-07","SAC","DAL",2016,"NO",32,78,0.41,10,30,0.33,15,20,0.75,9,31,40,17,7,5,20,22,89,47,84,0.56,10,22,0.45,16,21,0.76,6,34,40,28,10,3,14,23,120,4,17,0.19,"3-7","1-10",8,13,0.381,"4-5","4-8"
"2016-12-08","DEN","WAS",2016,"YES",35,78,0.45,6,19,0.32,16,17,0.94,8,27,35,21,11,3,18,20,92,31,76,0.41,7,32,0.22,16,24,0.67,14,31,45,24,8,2,27,24,85,8,13,0.381,"6-6","2-7",8,15,0.348,"3-7","5-8"
"2016-12-08","GSW","UTA",2016,"NO",37,89,0.42,10,38,0.26,15,21,0.71,12,34,46,20,8,2,15,22,99,39,80,0.49,12,29,0.41,16,23,0.7,9,38,47,26,10,4,16,23,106,14,10,0.583,"7-5","7-5",20,3,0.87,"9-2","11-1"
"2016-12-08","MIN","TOR",2016,"YES",43,87,0.49,12,27,0.44,26,33,0.79,16,26,42,25,5,5,8,19,124,45,88,0.51,9,28,0.32,11,15,0.73,16,27,43,19,3,1,13,26,110,15,7,0.682,"9-4","6-3",6,16,0.273,"3-7","3-9"
"2016-12-08","PHI","NOP",2016,"NO",33,84,0.39,7,25,0.28,15,22,0.68,11,36,47,18,3,2,12,17,88,39,91,0.43,12,40,0.3,9,13,0.69,11,35,46,27,8,8,10,20,99,7,16,0.304,"5-8","2-8",5,18,0.217,"4-11","1-7"
"2016-12-08","POR","MEM",2016,"YES",31,87,0.36,6,20,0.3,20,30,0.67,15,43,58,13,8,2,12,28,88,25,82,0.3,7,28,0.25,29,40,0.72,13,39,52,13,6,3,12,23,86,16,8,0.667,"9-4","7-4",12,12,0.5,"7-4","5-8"
"2016-12-08","SAS","CHI",2016,"YES",35,80,0.44,4,17,0.24,21,27,0.78,11,40,51,24,7,5,20,13,95,39,97,0.4,9,28,0.32,4,5,0.8,11,32,43,21,12,8,12,18,91,12,10,0.545,"6-3","6-7",18,5,0.783,"5-4","13-1"
"2016-12-09","ATL","MIL",2016,"NO",44,94,0.47,12,28,0.43,10,14,0.71,9,34,43,26,11,5,15,25,110,40,84,0.48,12,34,0.35,22,29,0.76,9,37,46,32,7,8,17,11,114,11,10,0.524,"8-6","3-4",12,12,0.5,"7-4","5-8"
"2016-12-09","DET","MIN",2016,"NO",37,78,0.47,3,16,0.19,13,20,0.65,7,30,37,19,4,2,12,16,90,42,84,0.5,14,29,0.48,19,23,0.83,11,31,42,23,6,1,7,23,117,6,17,0.261,"3-8","3-9",13,12,0.52,"8-3","5-9"
"2016-12-09","HOU","OKC",2016,"NO",34,81,0.42,7,28,0.25,24,31,0.77,9,37,46,18,9,5,17,19,99,36,92,0.39,11,42,0.26,19,30,0.63,16,36,52,26,9,1,15,24,102,14,9,0.609,"9-5","5-4",16,7,0.696,"6-2","10-5"
"2016-12-09","IND","DAL",2016,"YES",39,80,0.49,15,32,0.47,18,24,0.75,5,28,33,23,8,1,8,19,111,32,69,0.46,14,25,0.56,25,26,0.96,4,34,38,21,5,4,13,18,103,5,17,0.227,"4-7","1-10",11,12,0.478,"8-4","3-8"
"2016-12-09","MIA","CLE",2016,"YES",46,83,0.55,9,24,0.38,13,19,0.68,11,36,47,23,7,9,11,16,114,31,90,0.34,6,27,0.22,16,21,0.76,23,23,46,18,6,3,13,18,84,16,5,0.762,"10-2","6-3",7,16,0.304,"2-8","5-8"
"2016-12-09","NYK","SAC",2016,"NO",35,87,0.4,7,28,0.25,23,27,0.85,6,33,39,24,10,1,7,20,100,36,84,0.43,10,29,0.34,21,25,0.84,12,42,54,22,3,6,16,25,103,8,14,0.364,"4-6","4-8",13,10,0.565,"9-4","4-6"
"2016-12-09","ORL","CHA",2016,"YES",41,85,0.48,9,22,0.41,18,23,0.78,13,46,59,23,4,5,12,13,109,34,91,0.37,9,34,0.26,11,14,0.79,9,31,40,22,6,2,8,17,88,14,9,0.609,"8-6","6-3",10,14,0.417,"4-7","6-7"
"2016-12-09","PHX","LAL",2016,"NO",40,87,0.46,9,26,0.35,26,34,0.76,10,39,49,18,4,2,15,21,115,45,95,0.47,13,30,0.43,16,21,0.76,9,35,44,26,8,8,7,24,119,10,15,0.4,"6-6","4-9",7,16,0.304,"3-6","4-10"
"2016-12-09","TOR","BOS",2016,"NO",31,83,0.37,17,42,0.4,15,22,0.68,8,38,46,24,5,4,13,18,94,34,82,0.41,9,20,0.45,24,27,0.89,8,42,50,12,9,2,11,22,101,13,10,0.565,"5-5","8-5",16,7,0.696,"9-4","7-3"
"2016-12-10","BKN","SAS",2016,"YES",50,94,0.53,14,26,0.54,16,18,0.89,8,41,49,38,11,7,10,18,130,36,87,0.41,7,27,0.26,22,25,0.88,11,36,47,21,6,2,16,16,101,19,5,0.792,"6-4","13-1",6,16,0.273,"5-7","1-9"
"2016-12-10","CHA","CLE",2016,"YES",42,73,0.58,13,31,0.42,19,28,0.68,7,33,40,25,8,2,17,24,116,39,86,0.45,10,27,0.37,17,24,0.71,12,27,39,24,5,0,14,24,105,17,5,0.773,"11-2","6-3",14,10,0.583,"8-6","6-4"
"2016-12-10","DAL","HOU",2016,"YES",37,74,0.5,19,37,0.51,16,22,0.73,10,38,48,31,4,1,15,16,109,32,79,0.41,11,34,0.32,12,14,0.86,6,26,32,18,7,3,9,18,87,17,7,0.708,"7-2","10-5",5,18,0.217,"4-7","1-11"
"2016-12-10","DEN","ORL",2016,"NO",43,88,0.49,11,27,0.41,16,24,0.67,5,26,31,27,7,5,5,18,113,47,83,0.57,8,19,0.42,19,25,0.76,9,35,44,25,2,4,12,20,121,10,15,0.4,"4-8","6-7",9,15,0.375,"3-7","6-8"
"2016-12-10","GSW","MEM",2016,"YES",38,87,0.44,8,26,0.31,26,29,0.9,11,36,47,23,10,5,10,19,110,34,77,0.44,9,27,0.33,12,20,0.6,10,32,42,15,6,8,23,23,89,17,8,0.68,"10-4","7-4",20,4,0.833,"9-2","11-2"
"2016-12-10","MIA","CHI",2016,"YES",38,84,0.45,1,8,0.12,28,31,0.9,12,35,47,17,8,6,11,15,105,42,91,0.46,5,20,0.25,11,18,0.61,14,29,43,25,5,5,12,22,100,13,10,0.565,"7-3","6-7",7,17,0.292,"2-8","5-9"
"2016-12-10","MIL","WAS",2016,"YES",40,88,0.45,8,21,0.38,22,28,0.79,12,28,40,29,10,3,9,17,110,40,79,0.51,13,25,0.52,12,15,0.8,7,33,40,22,1,3,20,21,105,9,13,0.409,"7-6","2-7",11,11,0.5,"8-6","3-5"
"2016-12-10","NOP","LAC",2016,"YES",54,94,0.57,17,36,0.47,8,9,0.89,9,31,40,34,10,2,10,22,133,40,83,0.48,8,19,0.42,17,26,0.65,8,26,34,25,3,1,16,15,105,17,7,0.708,"8-4","9-3",7,17,0.292,"5-8","2-9"
"2016-12-10","POR","IND",2016,"YES",40,83,0.48,15,29,0.52,23,28,0.82,10,29,39,24,11,9,13,13,118,40,82,0.49,16,37,0.43,15,16,0.94,9,32,41,22,6,4,17,20,111,12,12,0.5,"9-4","3-8",12,13,0.48,"7-4","5-9"
"2016-12-10","SAC","UTA",2016,"YES",37,77,0.48,13,29,0.45,17,18,0.94,13,41,54,23,9,10,22,16,104,34,90,0.38,9,26,0.35,7,13,0.54,12,22,34,17,10,4,10,14,84,15,10,0.6,"8-5","7-5",8,15,0.348,"4-6","4-9"
"2016-12-11","BOS","OKC",2016,"YES",41,83,0.49,3,21,0.14,14,27,0.52,15,34,49,17,9,7,12,9,99,40,90,0.44,11,32,0.34,5,8,0.62,12,28,40,28,9,4,13,22,96,15,9,0.625,"10-5","5-4",13,11,0.542,"5-5","8-6"
"2016-12-11","GSW","MIN",2016,"NO",36,81,0.44,9,24,0.38,27,36,0.75,16,35,51,17,3,2,14,21,108,38,83,0.46,13,32,0.41,27,30,0.9,6,31,37,30,9,4,8,24,116,6,18,0.25,"3-9","3-9",21,4,0.84,"9-2","12-2"
"2016-12-11","NOP","PHX",2016,"NO",44,96,0.46,14,41,0.34,17,26,0.65,14,43,57,21,6,3,16,27,119,38,97,0.39,16,40,0.4,28,35,0.8,14,35,49,24,12,4,11,27,120,7,17,0.292,"3-7","4-10",8,17,0.32,"5-8","3-9"
"2016-12-11","NYK","LAL",2016,"NO",42,88,0.48,10,28,0.36,18,22,0.82,9,32,41,26,7,1,14,22,112,41,84,0.49,10,22,0.45,26,31,0.84,8,36,44,21,9,11,10,15,118,10,16,0.385,"6-7","4-9",14,10,0.583,"9-4","5-6"
"2016-12-11","PHI","DET",2016,"NO",32,82,0.39,5,19,0.26,10,14,0.71,10,24,34,15,15,2,15,18,79,38,68,0.56,7,17,0.41,14,17,0.82,5,37,42,24,11,4,20,13,97,13,13,0.5,"8-4","5-9",6,18,0.25,"4-11","2-7"
"2016-12-12","BKN","HOU",2016,"YES",42,91,0.46,17,43,0.4,21,36,0.58,11,28,39,23,10,5,14,25,122,42,80,0.52,7,20,0.35,27,36,0.75,6,35,41,21,9,4,19,27,118,18,7,0.72,"8-2","10-5",6,17,0.261,"5-7","1-10"
"2016-12-12","CHA","IND",2016,"YES",43,88,0.49,17,36,0.47,7,10,0.7,5,37,42,24,4,11,11,21,110,28,84,0.33,10,26,0.38,28,32,0.88,9,37,46,16,8,4,13,15,94,13,12,0.52,"10-4","3-8",14,11,0.56,"8-6","6-5"
"2016-12-12","DEN","DAL",2016,"YES",45,77,0.58,12,26,0.46,10,12,0.83,8,26,34,22,9,7,9,15,112,35,83,0.42,7,25,0.28,15,18,0.83,20,23,43,19,6,3,16,15,92,6,18,0.25,"5-7","1-11",9,16,0.36,"3-7","6-9"
"2016-12-12","LAL","SAC",2016,"YES",47,84,0.56,10,23,0.43,12,21,0.57,13,34,47,23,16,6,21,20,116,33,84,0.39,10,23,0.43,16,21,0.76,17,22,39,18,12,3,19,16,92,9,15,0.375,"5-6","4-9",10,17,0.37,"6-7","4-10"
"2016-12-12","MIL","TOR",2016,"YES",42,81,0.52,14,25,0.56,24,28,0.86,14,32,46,26,7,2,14,18,122,42,89,0.47,4,24,0.17,12,17,0.71,12,25,37,27,8,3,11,20,100,17,7,0.708,"10-4","7-3",11,12,0.478,"8-6","3-6"
"2016-12-12","POR","LAC",2016,"YES",42,89,0.47,11,23,0.48,26,28,0.93,13,25,38,26,9,8,12,20,121,44,87,0.51,10,21,0.48,22,25,0.88,13,29,42,25,6,7,15,24,120,18,7,0.72,"9-4","9-3",12,14,0.462,"7-4","5-10"
"2016-12-12","WAS","MIA",2016,"YES",45,88,0.51,9,26,0.35,13,19,0.68,11,36,47,25,6,3,11,18,112,39,84,0.46,5,23,0.22,18,22,0.82,10,27,37,17,8,1,14,22,101,8,17,0.32,"3-8","5-9",9,14,0.391,"7-6","2-8"
"2016-12-13","GSW","NOP",2016,"NO",39,82,0.48,14,35,0.4,17,21,0.81,6,39,45,26,12,11,17,18,109,42,95,0.44,14,34,0.41,15,19,0.79,9,36,45,30,6,5,12,12,113,8,18,0.308,"5-9","3-9",22,4,0.846,"9-2","13-2"
"2016-12-13","MEM","CLE",2016,"YES",37,81,0.46,12,31,0.39,17,23,0.74,10,36,46,21,8,4,17,16,103,35,86,0.41,4,22,0.18,12,15,0.8,11,32,43,19,10,6,15,23,86,18,5,0.783,"12-2","6-3",17,9,0.654,"10-4","7-5"
"2016-12-13","MIN","CHI",2016,"NO",38,87,0.44,4,15,0.27,14,19,0.74,13,29,42,20,7,6,9,16,94,38,86,0.44,6,21,0.29,17,22,0.77,14,34,48,24,3,8,14,14,99,13,11,0.542,"7-4","6-7",7,18,0.28,"3-9","4-9"
"2016-12-13","NYK","PHX",2016,"YES",38,93,0.41,9,30,0.3,28,33,0.85,16,45,61,13,9,7,17,28,113,38,97,0.39,7,20,0.35,28,38,0.74,11,32,43,23,10,4,13,27,111,8,17,0.32,"4-7","4-10",14,11,0.56,"9-4","5-7"
"2016-12-13","OKC","POR",2016,"YES",43,80,0.54,8,23,0.35,20,27,0.74,8,29,37,23,11,9,14,26,114,33,87,0.38,8,27,0.3,21,28,0.75,16,27,43,18,10,2,21,21,95,13,14,0.481,"8-4","5-10",15,10,0.6,"10-5","5-5"
"2016-12-13","ORL","ATL",2016,"NO",45,89,0.51,11,28,0.39,19,21,0.9,13,32,45,29,6,4,15,16,120,51,87,0.59,15,34,0.44,14,20,0.7,5,23,28,36,8,5,9,17,131,12,13,0.48,"7-5","5-8",11,15,0.423,"4-8","7-7"
"2016-12-14","BOS","SAS",2016,"YES",44,80,0.55,8,22,0.36,12,14,0.86,5,33,38,33,9,3,16,17,108,37,84,0.44,10,31,0.32,17,20,0.85,8,27,35,25,12,3,12,13,101,20,5,0.8,"7-4","13-1",13,12,0.52,"5-5","8-7"
"2016-12-14","CHA","WAS",2016,"YES",45,87,0.52,5,18,0.28,14,17,0.82,12,29,41,27,15,3,14,18,109,38,74,0.51,14,33,0.42,16,21,0.76,5,28,33,25,7,8,18,18,106,10,14,0.417,"8-6","2-8",14,12,0.538,"8-6","6-6"
"2016-12-14","CLE","MEM",2016,"YES",35,81,0.43,12,23,0.52,11,16,0.69,14,41,55,22,9,3,16,27,93,28,75,0.37,9,25,0.36,20,31,0.65,7,32,39,10,10,2,11,16,85,18,9,0.667,"11-4","7-5",18,6,0.75,"12-2","6-4"
"2016-12-14","DET","DAL",2016,"NO",32,78,0.41,8,25,0.32,13,16,0.81,6,24,30,19,13,3,11,22,85,36,71,0.51,5,17,0.29,18,22,0.82,10,40,50,18,4,2,19,19,95,6,19,0.24,"5-8","1-11",14,13,0.519,"8-4","6-9"
"2016-12-14","IND","MIA",2016,"YES",37,82,0.45,7,25,0.28,14,25,0.56,14,44,58,23,4,6,15,16,95,33,89,0.37,9,27,0.33,14,17,0.82,6,32,38,14,8,5,8,21,89,9,17,0.346,"4-8","5-9",13,13,0.5,"10-4","3-9"
"2016-12-14","LAC","ORL",2016,"NO",42,89,0.47,14,33,0.42,10,20,0.5,12,27,39,29,5,1,8,29,108,37,74,0.5,13,25,0.52,26,37,0.7,7,35,42,21,6,5,11,20,113,11,16,0.407,"4-9","7-7",19,7,0.731,"9-4","10-3"
"2016-12-14","LAL","BKN",2016,"YES",33,86,0.38,11,35,0.31,30,40,0.75,19,42,61,19,7,4,15,26,107,35,91,0.38,6,27,0.22,21,34,0.62,18,31,49,11,8,6,10,26,97,7,17,0.292,"6-7","1-10",10,18,0.357,"6-7","4-11"
"2016-12-14","OKC","UTA",2016,"YES",42,72,0.58,13,23,0.57,12,15,0.8,4,34,38,22,4,6,14,22,109,30,82,0.37,6,19,0.32,23,27,0.85,13,25,38,14,4,3,9,18,89,16,10,0.615,"9-5","7-5",15,11,0.577,"10-5","5-6"
"2016-12-14","SAC","HOU",2016,"YES",50,85,0.59,22,42,0.52,10,16,0.62,8,39,47,40,8,5,16,11,132,39,92,0.42,11,32,0.34,9,11,0.82,12,28,40,27,8,7,15,16,98,19,7,0.731,"9-2","10-5",9,16,0.36,"5-6","4-10"
"2016-12-14","TOR","PHI",2016,"NO",43,86,0.5,9,29,0.31,19,25,0.76,14,29,43,29,5,4,14,27,114,41,87,0.47,10,29,0.34,31,36,0.86,15,24,39,21,9,3,9,20,123,6,19,0.24,"4-12","2-7",18,7,0.72,"10-4","8-3"
"2016-12-15","CHI","MIL",2016,"YES",45,95,0.47,11,20,0.55,7,13,0.54,13,29,42,32,8,5,8,20,108,35,74,0.47,5,20,0.25,22,29,0.76,6,35,41,23,5,3,16,16,97,12,12,0.5,"9-6","3-6",13,12,0.52,"7-4","6-8"
"2016-12-15","IND","NOP",2016,"YES",36,85,0.42,10,27,0.37,20,28,0.71,11,44,55,23,7,8,16,16,102,36,87,0.41,3,21,0.14,20,24,0.83,7,39,46,23,6,4,12,21,95,9,18,0.333,"6-9","3-9",13,14,0.481,"10-4","3-10"
"2016-12-15","NYK","GSW",2016,"YES",45,96,0.47,9,32,0.28,4,8,0.5,15,42,57,41,7,10,17,17,103,38,93,0.41,5,21,0.24,9,19,0.47,14,35,49,19,10,5,11,10,90,23,4,0.852,"10-2","13-2",14,12,0.538,"9-4","5-8"
"2016-12-15","POR","DEN",2016,"YES",43,84,0.51,15,31,0.48,31,35,0.89,5,31,36,27,10,4,15,28,132,41,88,0.47,8,23,0.35,30,36,0.83,15,26,41,22,6,4,14,25,120,10,16,0.385,"4-7","6-9",13,15,0.464,"8-4","5-11"
"2016-12-15","SAS","PHX",2016,"NO",34,85,0.4,10,27,0.37,14,18,0.78,11,24,35,15,9,3,13,25,92,39,74,0.53,5,16,0.31,24,26,0.92,9,41,50,19,6,2,20,20,107,8,18,0.308,"4-8","4-10",21,5,0.808,"7-4","14-1"
"2016-12-16","ATL","TOR",2016,"NO",47,86,0.55,10,21,0.48,17,26,0.65,8,20,28,20,7,5,9,27,121,46,86,0.53,11,25,0.44,22,32,0.69,15,29,44,26,6,6,14,22,125,18,8,0.692,"10-5","8-3",13,13,0.5,"7-5","6-8"
"2016-12-16","BKN","ORL",2016,"YES",39,97,0.4,7,29,0.24,33,42,0.79,13,36,49,22,8,11,7,17,118,39,83,0.47,11,27,0.41,22,26,0.85,6,39,45,21,5,6,17,32,111,12,16,0.429,"5-9","7-7",7,18,0.28,"6-7","1-11"
"2016-12-16","CHA","BOS",2016,"YES",34,78,0.44,9,28,0.32,19,26,0.73,5,41,46,26,7,8,13,15,96,32,97,0.33,8,30,0.27,16,19,0.84,16,37,53,21,10,4,12,21,88,14,12,0.538,"6-5","8-7",14,13,0.519,"8-6","6-7"
"2016-12-16","DAL","UTA",2016,"YES",37,65,0.57,8,22,0.36,21,27,0.78,8,33,41,18,4,3,16,23,103,35,77,0.45,12,28,0.43,18,21,0.86,7,20,27,18,9,0,6,24,100,17,10,0.63,"10-5","7-5",6,20,0.231,"5-8","1-12"
"2016-12-16","DET","WAS",2016,"YES",44,77,0.57,12,25,0.48,22,27,0.81,3,33,36,30,6,1,5,23,122,42,86,0.49,10,28,0.36,14,21,0.67,10,30,40,22,3,1,9,19,108,11,14,0.44,"9-6","2-8",14,14,0.5,"8-4","6-10"
"2016-12-16","LAC","MIA",2016,"NO",38,93,0.41,6,27,0.22,16,25,0.64,10,37,47,20,5,5,4,23,98,36,83,0.43,7,25,0.28,23,29,0.79,7,43,50,17,1,3,10,20,102,9,18,0.333,"4-9","5-9",20,7,0.741,"9-4","11-3"
"2016-12-16","LAL","PHI",2016,"NO",32,88,0.36,6,31,0.19,19,24,0.79,16,32,48,22,7,4,17,17,89,36,79,0.46,9,30,0.3,19,22,0.86,8,38,46,19,10,4,20,21,100,6,20,0.231,"4-13","2-7",11,18,0.379,"6-7","5-11"
"2016-12-16","MIL","CHI",2016,"NO",28,92,0.3,5,21,0.24,8,15,0.53,19,31,50,17,7,2,12,14,69,38,82,0.46,10,25,0.4,9,13,0.69,11,42,53,26,7,4,11,14,95,13,13,0.5,"7-5","6-8",13,12,0.52,"9-6","4-6"
"2016-12-16","NOP","HOU",2016,"YES",42,94,0.45,24,61,0.39,14,19,0.74,13,44,57,27,7,4,14,18,122,40,98,0.41,9,27,0.33,11,20,0.55,13,34,47,17,4,6,11,16,100,20,7,0.741,"10-2","10-5",9,19,0.321,"6-9","3-10"
"2016-12-16","SAC","MEM",2016,"NO",29,77,0.38,5,25,0.2,29,36,0.81,13,34,47,19,7,8,13,31,92,31,80,0.39,7,24,0.29,27,37,0.73,13,32,45,18,5,6,11,25,96,18,10,0.643,"11-5","7-5",10,16,0.385,"5-6","5-10"
"2016-12-17","CHA","ATL",2016,"NO",40,86,0.47,10,26,0.38,9,16,0.56,9,38,47,26,4,2,12,18,99,43,88,0.49,12,27,0.44,9,13,0.69,7,36,43,26,8,3,12,17,107,13,14,0.481,"7-6","6-8",15,13,0.536,"8-6","7-7"
"2016-12-17","HOU","MIN",2016,"NO",41,92,0.45,7,21,0.33,20,27,0.74,13,42,55,29,9,6,21,21,109,39,96,0.41,17,51,0.33,16,20,0.8,10,37,47,25,14,4,16,22,111,7,19,0.269,"3-10","4-9",21,7,0.75,"10-2","11-5"
"2016-12-17","IND","DET",2016,"NO",32,84,0.38,10,30,0.33,16,22,0.73,10,30,40,22,6,1,8,18,90,40,83,0.48,6,19,0.32,19,25,0.76,9,42,51,20,6,3,9,16,105,14,15,0.483,"8-5","6-10",14,14,0.5,"10-4","4-10"
"2016-12-17","LAL","CLE",2016,"YES",46,89,0.52,15,33,0.45,12,18,0.67,11,33,44,30,8,3,8,12,119,41,86,0.48,16,37,0.43,10,13,0.77,10,31,41,30,3,2,11,16,108,19,6,0.76,"13-2","6-4",11,19,0.367,"6-7","5-12"
"2016-12-17","NYK","DEN",2016,"YES",50,90,0.56,10,27,0.37,17,29,0.59,11,30,41,26,6,7,10,27,127,35,80,0.44,8,23,0.35,36,39,0.92,9,26,35,18,6,4,11,27,114,11,16,0.407,"5-7","6-9",14,13,0.519,"9-4","5-9"
"2016-12-17","PHX","OKC",2016,"YES",41,81,0.51,7,16,0.44,25,34,0.74,10,32,42,28,12,4,13,21,114,39,90,0.43,8,22,0.36,15,20,0.75,16,27,43,16,5,5,16,23,101,16,11,0.593,"11-5","5-6",8,19,0.296,"4-8","4-11"
"2016-12-17","POR","GSW",2016,"YES",51,87,0.59,14,28,0.5,19,26,0.73,9,47,56,36,7,5,15,16,135,34,86,0.4,8,28,0.29,14,20,0.7,7,24,31,16,7,4,11,19,90,24,4,0.857,"11-2","13-2",13,16,0.448,"8-4","5-12"
"2016-12-18","BKN","PHI",2016,"YES",38,88,0.43,12,28,0.43,20,23,0.87,13,34,47,23,5,5,17,18,108,36,81,0.44,12,34,0.35,23,31,0.74,7,36,43,26,8,5,16,20,107,7,20,0.259,"5-13","2-7",7,19,0.269,"6-7","1-12"
"2016-12-18","BOS","MIA",2016,"NO",36,69,0.52,9,24,0.38,14,25,0.56,6,35,41,23,7,5,23,20,95,41,90,0.46,9,28,0.32,14,19,0.74,11,26,37,21,13,2,11,16,105,9,19,0.321,"4-10","5-9",15,12,0.556,"6-5","9-7"
"2016-12-18","LAC","WAS",2016,"YES",43,81,0.53,10,19,0.53,21,30,0.7,9,24,33,24,10,4,15,24,117,43,87,0.49,7,24,0.29,17,24,0.71,12,28,40,28,7,1,15,23,110,12,14,0.462,"10-6","2-8",20,8,0.714,"9-4","11-4"
"2016-12-18","NOP","SAS",2016,"YES",42,86,0.49,11,22,0.5,18,22,0.82,12,37,49,31,6,6,13,15,113,41,89,0.46,10,26,0.38,8,14,0.57,8,29,37,29,8,6,10,17,100,22,5,0.815,"8-4","14-1",9,20,0.31,"6-9","3-11"
"2016-12-18","SAC","DAL",2016,"YES",34,77,0.44,13,33,0.39,18,22,0.82,6,38,44,20,10,6,11,13,99,30,76,0.39,8,31,0.26,11,17,0.65,6,36,42,16,7,4,15,21,79,7,20,0.259,"6-8","1-12",10,17,0.37,"5-6","5-11"
"2016-12-18","TOR","ORL",2016,"NO",34,83,0.41,3,21,0.14,8,9,0.89,10,32,42,13,5,3,19,17,79,43,87,0.49,7,27,0.26,16,21,0.76,10,37,47,20,10,7,10,16,109,12,17,0.414,"5-10","7-7",19,8,0.704,"10-5","9-3"
"2016-12-18","UTA","MEM",2016,"NO",28,93,0.3,2,23,0.09,15,18,0.83,19,29,48,12,8,1,8,28,73,30,66,0.45,8,27,0.3,14,25,0.56,5,37,42,18,4,11,15,20,82,18,11,0.621,"11-6","7-5",18,10,0.643,"10-5","8-5"
"2016-12-19","ATL","OKC",2016,"NO",39,87,0.45,10,35,0.29,20,26,0.77,15,29,44,13,8,3,12,18,108,41,75,0.55,9,23,0.39,19,24,0.79,5,30,35,24,5,2,15,20,110,16,12,0.571,"11-6","5-6",14,14,0.5,"7-6","7-8"
"2016-12-19","DAL","DEN",2016,"YES",45,80,0.56,13,25,0.52,14,18,0.78,7,34,41,32,7,0,11,13,117,43,80,0.54,14,25,0.56,7,9,0.78,4,25,29,21,4,4,12,17,107,12,16,0.429,"6-7","6-9",7,21,0.25,"6-8","1-13"
"2016-12-19","DET","CHI",2016,"YES",49,82,0.6,8,16,0.5,7,7,1,9,37,46,34,9,5,13,13,113,34,83,0.41,3,23,0.13,11,13,0.85,10,22,32,19,8,3,11,8,82,14,13,0.519,"8-5","6-8",14,16,0.467,"8-5","6-11"
"2016-12-19","PHX","MIN",2016,"YES",42,86,0.49,7,19,0.37,24,25,0.96,11,30,41,26,8,7,19,25,115,37,82,0.45,9,21,0.43,25,35,0.71,8,26,34,16,11,5,17,23,108,8,19,0.296,"4-10","4-9",8,20,0.286,"4-8","4-12"
"2016-12-19","WAS","IND",2016,"YES",41,87,0.47,7,21,0.33,18,21,0.86,9,32,41,18,6,5,15,20,107,38,88,0.43,8,33,0.24,21,26,0.81,14,35,49,19,5,6,15,22,105,15,14,0.517,"11-4","4-10",12,15,0.444,"10-6","2-9"
"2016-12-20","BKN","TOR",2016,"YES",42,91,0.46,8,18,0.44,24,31,0.77,12,36,48,19,13,9,13,21,116,36,91,0.4,10,35,0.29,22,28,0.79,14,38,52,20,9,5,16,23,104,20,8,0.714,"11-5","9-3",7,20,0.259,"6-7","1-13"
"2016-12-20","BOS","MEM",2016,"NO",38,94,0.4,12,30,0.4,21,26,0.81,17,35,52,23,10,3,13,30,109,33,81,0.41,12,37,0.32,34,38,0.89,8,33,41,22,7,5,11,22,112,18,12,0.6,"11-7","7-5",16,12,0.571,"6-5","10-7"
