"DATE","VISITOR_TEAM_ID","HOME_TEAM_ID","SEASON","HOME_TEAM_WINS","FGM_H","FGA_H","FGP_H","FG3M_H","FG3A_H","FG3P_H","FTM_H","FTA_H","FTP_H","OREB_H","DREB_H","REB_H","AST_H","STL_H","BLK_H","TO_H","PF_H","PTS_H","FGM_A","FGA_A","FGP_A","FG3M_A","FG3A_A","FG3P_A","FTM_A","FTA_A","FTP_A","OREB_A","DREB_A","REB_A","AST_A","STL_A","BLK_A","TO_A","PF_A","PTS_A","WIN_H","LOSE_H","RANKING_H","HOME_RECORD_H","ROAD_RECORD_H","WIN_A","LOSE_A","RANKING_A","HOME_RECORD_A","ROAD_RECORD_A"
"2015-10-29","DAL","LAC",2015,"YES",38,87,0.44,8,31,0.26,20,33,0.61,8,45,53,21,6,8,8,17,104,35,97,0.36,6,30,0.2,12,15,0.8,14,41,55,22,4,2,12,26,88,2,0,1,"1-0","1-0",1,1,0.5,"0-0","1-1"
"2015-10-29","MEM","IND",2015,"NO",37,78,0.47,12,30,0.4,17,24,0.71,10,28,38,23,7,4,20,22,103,41,82,0.5,7,16,0.44,23,29,0.79,12,30,42,26,12,5,14,25,112,0,2,0,"0-1","0-1",1,1,0.5,"0-1","1-0"
"2015-10-30","BKN","SAS",2015,"YES",40,86,0.47,9,22,0.41,13,13,1,12,44,56,23,7,4,18,16,102,31,77,0.4,5,16,0.31,8,15,0.53,2,30,32,17,6,6,15,17,75,1,1,0.5,"1-0","0-1",0,2,0,"0-1","0-1"
"2015-10-30","CHA","ATL",2015,"YES",36,83,0.43,8,23,0.35,17,22,0.77,8,37,45,23,9,4,15,17,97,36,88,0.41,12,30,0.4,10,13,0.77,13,41,54,23,7,6,18,20,94,2,1,0.667,"1-1","1-0",0,2,0,"0-0","0-2"
"2015-10-30","CHI","DET",2015,"YES",39,104,0.38,6,28,0.21,14,28,0.5,20,41,61,18,9,2,14,19,98,34,84,0.4,7,22,0.32,19,26,0.73,8,42,50,18,8,8,19,24,94,3,0,1,"2-0","1-0",2,1,0.667,"1-0","1-1"
"2015-10-30","GSW","HOU",2015,"NO",30,82,0.37,5,23,0.22,27,36,0.75,12,37,49,19,3,9,16,20,92,43,93,0.46,9,26,0.35,17,25,0.68,11,36,47,26,9,4,8,24,112,0,2,0,"0-2","0-0",2,0,1,"1-0","1-0"
"2015-10-30","LAL","SAC",2015,"YES",52,101,0.51,6,22,0.27,22,30,0.73,16,40,56,26,6,7,14,23,132,41,89,0.46,11,34,0.32,21,27,0.78,8,29,37,20,7,9,19,24,114,1,1,0.5,"1-1","0-0",0,2,0,"0-1","0-1"
"2015-10-30","MIA","CLE",2015,"YES",39,86,0.45,6,25,0.24,18,21,0.86,14,35,49,25,4,4,11,19,102,33,77,0.43,6,21,0.29,20,22,0.91,6,32,38,21,5,7,13,20,92,2,1,0.667,"1-0","1-1",1,1,0.5,"1-0","0-1"
"2015-10-30","MIN","DEN",2015,"NO",29,95,0.31,5,25,0.2,15,20,0.75,17,34,51,15,7,4,14,27,78,30,71,0.42,2,11,0.18,33,41,0.8,7,42,49,18,7,6,17,24,95,1,1,0.5,"0-1","1-0",2,0,1,"0-0","2-0"
"2015-10-30","OKC","ORL",2015,"NO",47,106,0.44,12,33,0.36,30,38,0.79,14,35,49,25,10,10,16,31,136,50,110,0.45,8,27,0.3,31,38,0.82,22,40,62,19,8,9,20,28,139,0,2,0,"0-2","0-0",2,0,1,"1-0","1-0"
"2015-10-30","POR","PHX",2015,"YES",37,83,0.45,4,18,0.22,32,42,0.76,11,44,55,17,13,7,19,17,110,34,86,0.4,9,24,0.38,15,19,0.79,11,31,42,17,9,5,23,33,92,1,1,0.5,"1-1","0-0",1,1,0.5,"1-0","0-1"
"2015-10-30","TOR","BOS",2015,"NO",32,85,0.38,7,26,0.27,32,41,0.78,7,31,38,23,14,3,17,28,103,36,82,0.44,11,26,0.42,30,35,0.86,9,44,53,23,11,3,21,33,113,1,1,0.5,"1-1","0-0",2,0,1,"1-0","1-0"
"2015-10-30","UTA","PHI",2015,"NO",19,63,0.3,6,15,0.4,27,37,0.73,8,31,39,15,4,5,18,22,71,36,88,0.41,7,13,0.54,20,25,0.8,13,38,51,19,10,9,7,22,99,0,2,0,"0-1","0-1",1,1,0.5,"0-0","1-1"
"2015-10-30","WAS","MIL",2015,"NO",42,82,0.51,7,24,0.29,22,28,0.79,6,26,32,33,9,2,16,32,113,35,68,0.51,12,21,0.57,36,44,0.82,8,29,37,25,7,5,21,20,118,0,2,0,"0-2","0-0",2,0,1,"0-0","2-0"
"2015-10-31","BKN","MEM",2015,"YES",34,80,0.42,9,23,0.39,24,28,0.86,11,31,42,26,6,2,9,19,101,38,79,0.48,3,13,0.23,12,18,0.67,8,35,43,21,3,3,12,22,91,2,1,0.667,"1-1","1-0",0,3,0,"0-1","0-2"
"2015-10-31","GSW","NOP",2015,"NO",46,100,0.46,8,22,0.36,20,23,0.87,16,32,48,22,4,4,15,23,120,46,84,0.55,17,30,0.57,25,35,0.71,3,35,38,26,10,4,10,24,134,0,3,0,"0-1","0-2",3,0,1,"1-0","2-0"
"2015-10-31","NYK","WAS",2015,"NO",38,90,0.42,6,22,0.27,28,33,0.85,11,32,43,17,9,3,17,32,110,41,86,0.48,9,19,0.47,26,32,0.81,9,31,40,21,8,5,18,30,117,2,1,0.667,"0-1","2-0",2,1,0.667,"0-1","2-0"
"2015-10-31","PHX","POR",2015,"NO",33,79,0.42,8,30,0.27,16,28,0.57,10,35,45,20,7,5,16,20,90,39,94,0.41,11,32,0.34,12,16,0.75,11,37,48,16,11,6,13,20,101,1,2,0.333,"1-1","0-1",2,1,0.667,"1-1","1-0"
"2015-10-31","SAC","LAC",2015,"YES",39,76,0.51,4,17,0.24,32,46,0.7,6,35,41,25,4,9,17,22,114,43,101,0.43,6,18,0.33,17,25,0.68,19,30,49,20,9,2,13,34,109,3,0,1,"2-0","1-0",1,2,0.333,"1-1","0-1"
"2015-10-31","UTA","IND",2015,"NO",28,70,0.4,4,17,0.24,16,21,0.76,7,27,34,10,8,7,24,19,76,39,88,0.44,6,15,0.4,13,18,0.72,15,32,47,15,13,4,17,24,97,0,3,0,"0-2","0-1",2,1,0.667,"0-0","2-1"
"2015-11-01","ATL","CHA",2015,"NO",32,86,0.37,14,37,0.38,14,15,0.93,9,36,45,27,7,13,11,14,92,37,88,0.42,7,29,0.24,13,14,0.93,9,39,48,22,9,6,11,16,94,0,3,0,"0-1","0-2",3,1,0.75,"1-1","2-0"
"2015-11-01","DAL","LAL",2015,"NO",31,85,0.36,10,34,0.29,21,28,0.75,8,34,42,18,8,9,12,20,93,40,87,0.46,11,30,0.37,12,16,0.75,8,41,49,28,5,4,11,22,103,0,3,0,"0-2","0-1",2,1,0.667,"0-0","2-1"
"2015-11-01","DEN","OKC",2015,"YES",45,86,0.52,13,25,0.52,14,18,0.78,13,37,50,32,9,10,19,23,117,35,92,0.38,9,26,0.35,14,19,0.74,14,21,35,20,8,3,13,17,93,3,0,1,"2-0","1-0",1,2,0.333,"0-1","1-1"
"2015-11-01","HOU","MIA",2015,"YES",42,86,0.49,9,22,0.41,16,21,0.76,11,37,48,24,11,5,12,16,109,32,79,0.41,10,36,0.28,15,18,0.83,3,31,34,20,9,3,17,23,89,2,1,0.667,"2-0","0-1",0,3,0,"0-2","0-1"
"2015-11-01","MIL","TOR",2015,"YES",41,90,0.46,11,25,0.44,13,20,0.65,18,28,46,22,12,3,13,19,106,29,69,0.42,5,19,0.26,24,24,1,7,26,33,21,6,8,18,21,87,3,0,1,"2-0","1-0",0,3,0,"0-2","0-1"
"2015-11-01","ORL","CHI",2015,"YES",33,87,0.38,7,28,0.25,19,22,0.86,11,36,47,23,7,8,13,16,92,35,90,0.39,7,23,0.3,10,17,0.59,12,31,43,21,7,11,16,19,87,3,1,0.75,"2-0","1-1",0,3,0,"0-2","0-1"
"2015-11-01","SAS","BOS",2015,"NO",35,98,0.36,6,29,0.21,11,14,0.79,16,29,45,21,10,5,16,23,87,36,83,0.43,5,19,0.26,18,25,0.72,10,41,51,22,10,6,18,16,95,1,2,0.333,"1-2","0-0",2,1,0.667,"1-0","1-1"
"2015-11-02","CLE","PHI",2015,"NO",38,85,0.45,7,24,0.29,17,23,0.74,9,28,37,22,7,5,13,18,100,42,81,0.52,8,22,0.36,15,20,0.75,7,36,43,28,5,9,16,19,107,0,3,0,"0-2","0-1",3,1,0.75,"1-0","2-1"
"2015-11-02","MEM","GSW",2015,"YES",43,84,0.51,11,25,0.44,22,30,0.73,10,55,65,32,8,13,14,15,119,26,96,0.27,3,23,0.13,14,20,0.7,11,33,44,21,8,7,11,24,69,4,0,1,"2-0","2-0",2,2,0.5,"1-1","1-1"
"2015-11-02","MIL","BKN",2015,"NO",36,79,0.46,6,19,0.32,18,22,0.82,10,25,35,21,3,4,18,23,96,38,73,0.52,9,23,0.39,18,26,0.69,8,28,36,24,6,7,14,23,103,0,4,0,"0-2","0-2",1,3,0.25,"0-2","1-1"
"2015-11-02","OKC","HOU",2015,"YES",41,89,0.46,9,29,0.31,19,29,0.66,7,27,34,22,18,7,12,22,110,40,84,0.48,10,23,0.43,15,22,0.68,14,41,55,17,7,9,24,24,105,1,3,0.25,"1-2","0-1",3,1,0.75,"2-0","1-1"
"2015-11-02","PHX","LAC",2015,"YES",37,81,0.46,8,26,0.31,20,23,0.87,3,43,46,20,4,5,11,18,102,36,98,0.37,9,30,0.3,15,21,0.71,16,39,55,23,8,1,9,20,96,4,0,1,"3-0","1-0",2,2,0.5,"1-1","1-1"
"2015-11-02","POR","MIN",2015,"NO",34,79,0.43,3,13,0.23,30,39,0.77,8,33,41,22,10,4,15,22,101,41,89,0.46,9,30,0.3,15,20,0.75,11,35,46,18,5,6,16,27,106,2,1,0.667,"0-1","2-0",2,2,0.5,"1-1","1-1"
"2015-11-02","SAS","NYK",2015,"NO",32,89,0.36,4,13,0.31,16,21,0.76,17,32,49,17,8,3,10,18,84,39,79,0.49,4,13,0.31,12,17,0.71,8,37,45,21,6,7,13,12,94,2,2,0.5,"0-2","2-0",3,1,0.75,"1-0","2-1"
"2015-11-03","ATL","MIA",2015,"NO",38,86,0.44,5,28,0.18,11,16,0.69,13,36,49,13,10,9,18,21,92,37,90,0.41,7,21,0.33,17,22,0.77,16,35,51,25,10,1,15,14,98,2,2,0.5,"2-1","0-1",4,1,0.8,"1-1","3-0"
"2015-11-03","CHI","CHA",2015,"YES",47,91,0.52,14,23,0.61,22,23,0.96,12,40,52,26,6,4,9,11,130,44,90,0.49,14,30,0.47,3,8,0.38,4,29,33,26,5,0,12,19,105,1,3,0.25,"1-1","0-2",3,2,0.6,"2-0","1-2"
"2015-11-03","DEN","LAL",2015,"NO",36,86,0.42,6,26,0.23,31,38,0.82,11,29,40,18,9,4,10,28,109,43,85,0.51,7,20,0.35,27,31,0.87,11,38,49,30,5,7,14,23,120,0,4,0,"0-3","0-1",2,2,0.5,"0-1","2-1"
"2015-11-03","IND","DET",2015,"NO",33,86,0.38,5,22,0.23,11,17,0.65,19,31,50,14,8,5,23,21,82,38,88,0.43,7,23,0.3,11,12,0.92,12,30,42,21,15,5,15,19,94,3,1,0.75,"2-1","1-0",1,3,0.25,"0-2","1-1"
"2015-11-03","MEM","SAC",2015,"NO",29,74,0.39,7,20,0.35,24,40,0.6,8,27,35,17,8,1,13,21,89,40,83,0.48,3,20,0.15,20,25,0.8,12,38,50,23,5,7,16,31,103,1,3,0.25,"1-2","0-1",3,2,0.6,"1-1","2-1"
"2015-11-03","ORL","NOP",2015,"NO",32,90,0.36,12,36,0.33,18,25,0.72,10,36,46,23,12,9,14,14,94,42,90,0.47,7,18,0.39,12,12,1,10,45,55,24,5,3,18,18,103,0,4,0,"0-2","0-2",1,3,0.25,"0-2","1-1"
"2015-11-03","TOR","DAL",2015,"NO",33,86,0.38,7,23,0.3,18,25,0.72,14,30,44,20,5,3,15,25,91,37,82,0.45,5,17,0.29,23,26,0.88,10,37,47,18,8,6,16,26,102,2,2,0.5,"0-1","2-1",4,0,1,"2-0","2-0"
"2015-11-04","BKN","ATL",2015,"YES",37,76,0.49,8,22,0.36,19,24,0.79,6,28,34,27,15,10,13,17,101,36,83,0.43,5,21,0.24,10,13,0.77,14,29,43,24,9,4,19,19,87,5,1,0.833,"2-1","3-0",0,5,0,"0-2","0-3"
"2015-11-04","BOS","IND",2015,"YES",35,91,0.38,8,23,0.35,22,29,0.76,21,32,53,18,10,1,14,20,100,35,83,0.42,10,27,0.37,18,22,0.82,15,34,49,20,7,5,19,22,98,2,3,0.4,"1-2","1-1",1,3,0.25,"1-2","0-1"
"2015-11-04","LAC","GSW",2015,"YES",39,85,0.46,10,26,0.38,24,31,0.77,9,33,42,28,6,5,12,22,112,43,88,0.49,8,22,0.36,14,22,0.64,10,31,41,24,6,4,11,26,108,5,0,1,"3-0","2-0",4,1,0.8,"3-0","1-1"
"2015-11-04","NYK","CLE",2015,"YES",33,83,0.4,7,27,0.26,23,32,0.72,9,39,48,21,5,2,11,12,96,33,84,0.39,8,24,0.33,12,15,0.8,9,31,40,16,6,7,12,23,86,4,1,0.8,"2-0","2-1",2,3,0.4,"0-2","2-1"
"2015-11-04","ORL","HOU",2015,"YES",42,88,0.48,11,34,0.32,24,34,0.71,16,32,48,28,8,1,19,20,119,46,91,0.51,7,20,0.35,15,19,0.79,9,29,38,28,12,6,14,25,114,2,3,0.4,"2-2","0-1",1,4,0.2,"0-2","1-2"
"2015-11-04","PHI","MIL",2015,"YES",35,86,0.41,8,23,0.35,13,17,0.76,8,28,36,24,6,4,10,19,91,34,81,0.42,6,28,0.21,13,15,0.87,12,39,51,23,4,9,18,23,87,2,3,0.4,"1-2","1-1",0,4,0,"0-2","0-2"
"2015-11-04","POR","UTA",2015,"NO",33,88,0.38,5,24,0.21,21,33,0.64,16,24,40,9,12,8,9,22,92,41,77,0.53,11,25,0.44,15,32,0.47,13,35,48,11,5,7,19,25,108,2,2,0.5,"0-1","2-1",3,2,0.6,"1-1","2-1"
"2015-11-04","SAC","PHX",2015,"YES",45,83,0.54,14,23,0.61,14,22,0.64,9,32,41,27,14,4,18,11,118,40,84,0.48,11,24,0.46,6,12,0.5,7,26,33,25,9,4,17,22,97,3,2,0.6,"2-1","1-1",1,4,0.2,"1-2","0-2"
"2015-11-04","SAS","WAS",2015,"YES",42,87,0.48,8,23,0.35,10,14,0.71,4,29,33,27,11,3,10,19,102,37,81,0.46,7,22,0.32,18,20,0.9,9,40,49,21,5,3,20,21,99,3,1,0.75,"1-1","2-0",3,2,0.6,"1-0","2-2"
"2015-11-04","TOR","OKC",2015,"NO",39,82,0.48,8,23,0.35,12,14,0.86,11,30,41,26,8,10,19,29,98,33,79,0.42,5,14,0.36,32,39,0.82,12,33,45,12,14,3,14,16,103,3,2,0.6,"2-1","1-1",5,0,1,"2-0","3-0"
"2015-11-05","CHA","DAL",2015,"NO",32,82,0.39,6,29,0.21,24,27,0.89,8,36,44,17,8,2,13,13,94,44,89,0.49,6,27,0.22,14,17,0.82,8,40,48,19,8,6,11,25,108,2,3,0.4,"0-2","2-1",2,3,0.4,"1-1","1-2"
"2015-11-05","MEM","POR",2015,"YES",44,87,0.51,15,30,0.5,12,20,0.6,14,33,47,29,3,3,8,19,115,37,77,0.48,7,20,0.35,15,21,0.71,7,29,36,20,4,5,8,14,96,4,2,0.667,"2-1","2-1",3,3,0.5,"1-1","2-2"
"2015-11-05","MIA","MIN",2015,"NO",30,85,0.35,4,12,0.33,20,22,0.91,10,34,44,16,7,6,16,27,84,37,76,0.49,4,14,0.29,18,25,0.72,7,35,42,14,6,6,16,19,96,2,2,0.5,"0-2","2-0",3,2,0.6,"2-1","1-1"
"2015-11-05","OKC","CHI",2015,"YES",40,90,0.44,7,18,0.39,17,21,0.81,11,36,47,20,3,7,6,17,104,38,84,0.45,5,13,0.38,17,20,0.85,9,35,44,21,2,8,9,18,98,4,2,0.667,"3-0","1-2",3,3,0.5,"2-1","1-2"
"2015-11-05","UTA","DEN",2015,"NO",28,72,0.39,5,20,0.25,23,34,0.68,11,34,45,16,4,6,13,14,84,37,85,0.44,11,24,0.46,11,17,0.65,12,31,43,23,6,6,10,26,96,2,3,0.4,"0-2","2-1",3,2,0.6,"0-1","3-1"
"2015-11-06","ATL","NOP",2015,"NO",42,84,0.5,10,30,0.33,21,24,0.88,6,26,32,30,9,7,12,24,115,41,77,0.53,9,21,0.43,30,35,0.86,6,35,41,30,10,6,15,21,121,0,5,0,"0-3","0-2",6,1,0.857,"2-1","4-0"
"2015-11-06","DEN","GSW",2015,"YES",46,93,0.49,17,37,0.46,10,18,0.56,13,40,53,40,10,6,20,22,119,39,92,0.42,8,24,0.33,18,22,0.82,10,34,44,23,13,5,19,20,104,6,0,1,"4-0","2-0",2,4,0.333,"0-2","2-2"
"2015-11-06","DET","PHX",2015,"NO",37,92,0.4,10,30,0.33,8,13,0.62,11,35,46,14,8,3,16,29,92,37,74,0.5,8,22,0.36,18,36,0.5,6,41,47,15,8,3,15,21,100,3,3,0.5,"2-2","1-1",4,1,0.8,"2-1","2-0"
"2015-11-06","HOU","SAC",2015,"NO",40,93,0.43,9,28,0.32,21,29,0.72,14,29,43,26,14,3,15,19,110,40,82,0.49,15,36,0.42,21,27,0.78,14,35,49,23,8,4,21,26,116,1,5,0.167,"1-3","0-2",3,3,0.5,"2-2","1-1"
"2015-11-06","LAL","BKN",2015,"NO",40,93,0.43,3,19,0.16,15,20,0.75,14,32,46,21,6,6,15,29,98,33,78,0.42,7,23,0.3,31,40,0.78,5,35,40,14,9,6,15,22,104,0,6,0,"0-3","0-3",1,4,0.2,"0-3","1-1"
"2015-11-06","MIA","IND",2015,"YES",36,80,0.45,5,15,0.33,13,24,0.54,9,34,43,21,4,5,12,15,90,36,81,0.44,6,20,0.3,9,13,0.69,7,33,40,21,5,6,11,19,87,3,3,0.5,"2-2","1-1",3,3,0.5,"2-1","1-2"
"2015-11-06","MIL","NYK",2015,"NO",33,81,0.41,4,24,0.17,22,28,0.79,14,29,43,20,3,5,15,22,92,35,81,0.43,3,14,0.21,26,29,0.9,13,28,41,21,6,5,12,24,99,2,4,0.333,"0-3","2-1",3,3,0.5,"1-2","2-1"
"2015-11-06","PHI","CLE",2015,"YES",45,88,0.51,10,26,0.38,8,12,0.67,11,34,45,29,9,0,17,20,108,41,79,0.52,10,23,0.43,10,15,0.67,7,31,38,23,9,4,16,18,102,5,1,0.833,"3-0","2-1",0,5,0,"0-2","0-3"
"2015-11-06","TOR","ORL",2015,"YES",33,77,0.43,9,25,0.36,17,22,0.77,6,34,40,22,4,4,12,25,92,30,86,0.35,5,23,0.22,22,29,0.76,15,29,44,13,5,5,9,18,87,2,4,0.333,"1-2","1-2",5,1,0.833,"2-0","3-1"
"2015-11-06","WAS","BOS",2015,"YES",44,97,0.45,12,30,0.4,18,23,0.78,15,38,53,24,18,5,17,21,118,36,88,0.41,8,25,0.32,18,23,0.78,10,35,45,23,10,8,24,27,98,2,3,0.4,"2-2","0-1",3,2,0.6,"1-1","2-1"
"2015-11-07","BKN","MIL",2015,"YES",37,82,0.45,8,20,0.4,12,16,0.75,10,31,41,27,9,6,15,16,94,34,82,0.41,3,9,0.33,15,19,0.79,17,35,52,18,11,3,18,18,86,4,3,0.571,"2-2","2-1",0,7,0,"0-3","0-4"
"2015-11-07","CHA","SAS",2015,"YES",45,81,0.56,9,21,0.43,15,23,0.65,6,36,42,35,11,3,12,26,114,34,73,0.47,6,19,0.32,20,31,0.65,6,27,33,15,7,0,15,18,94,4,2,0.667,"2-0","2-2",2,4,0.333,"1-1","1-3"
"2015-11-07","GSW","SAC",2015,"NO",38,87,0.44,6,19,0.32,12,16,0.75,13,32,45,26,9,3,21,19,94,38,92,0.41,8,39,0.21,19,22,0.86,15,31,46,27,13,2,18,15,103,1,6,0.143,"1-4","0-2",7,0,1,"4-0","3-0"
"2015-11-07","HOU","LAC",2015,"NO",42,88,0.48,4,22,0.18,17,25,0.68,11,30,41,29,8,5,12,23,105,38,86,0.44,7,30,0.23,26,29,0.9,11,36,47,16,7,3,14,27,109,4,2,0.667,"3-1","1-1",4,3,0.571,"2-2","2-1"
"2015-11-07","MEM","UTA",2015,"YES",31,74,0.42,12,27,0.44,15,18,0.83,9,40,49,18,7,10,21,20,89,30,91,0.33,6,19,0.32,13,14,0.93,13,31,44,16,8,1,14,21,79,4,2,0.667,"1-1","3-1",3,4,0.429,"1-1","2-3"
"2015-11-07","MIN","CHI",2015,"NO",33,93,0.35,11,32,0.34,16,23,0.7,10,40,50,20,7,6,18,26,93,39,96,0.41,7,16,0.44,17,27,0.63,14,44,58,26,8,7,15,23,102,4,3,0.571,"3-1","1-2",3,2,0.6,"0-2","3-0"
"2015-11-07","NOP","DAL",2015,"YES",40,84,0.48,9,24,0.38,18,22,0.82,6,36,42,20,5,2,9,17,107,39,86,0.45,9,28,0.32,11,13,0.85,7,35,42,21,7,6,12,24,98,3,3,0.5,"1-2","2-1",0,6,0,"0-3","0-3"
"2015-11-07","ORL","PHI",2015,"NO",36,80,0.45,11,33,0.33,14,26,0.54,10,28,38,24,6,10,16,20,97,39,83,0.47,6,13,0.46,21,24,0.88,10,31,41,24,10,7,13,23,105,0,6,0,"0-3","0-3",3,4,0.429,"1-2","2-2"
"2015-11-07","WAS","ATL",2015,"YES",43,92,0.47,13,33,0.39,15,15,1,10,29,39,37,12,4,14,15,114,38,78,0.49,8,24,0.33,15,17,0.88,8,33,41,27,11,3,24,18,99,7,1,0.875,"3-1","4-0",3,3,0.5,"1-1","2-2"
"2015-11-08","DET","POR",2015,"NO",41,76,0.54,9,25,0.36,12,18,0.67,7,33,40,24,5,2,22,22,103,47,96,0.49,11,30,0.37,15,22,0.68,18,28,46,16,13,5,9,16,120,4,3,0.571,"2-2","2-1",5,1,0.833,"2-1","3-0"
"2015-11-08","IND","CLE",2015,"YES",38,83,0.46,8,24,0.33,17,25,0.68,11,37,48,25,5,4,10,20,101,39,90,0.43,6,18,0.33,13,19,0.68,12,35,47,22,5,4,7,20,97,6,1,0.857,"4-0","2-1",3,4,0.429,"2-2","1-2"
