"DATE","VISITOR_TEAM_ID","HOME_TEAM_ID","SEASON","HOME_TEAM_WINS","FGM_H","FGA_H","FGP_H","FG3M_H","FG3A_H","FG3P_H","FTM_H","FTA_H","FTP_H","OREB_H","DREB_H","REB_H","AST_H","STL_H","BLK_H","TO_H","PF_H","PTS_H","FGM_A","FGA_A","FGP_A","FG3M_A","FG3A_A","FG3P_A","FTM_A","FTA_A","FTP_A","OREB_A","DREB_A","REB_A","AST_A","STL_A","BLK_A","TO_A","PF_A","PTS_A","WIN_H","LOSE_H","RANKING_H","HOME_RECORD_H","ROAD_RECORD_H","WIN_A","LOSE_A","RANKING_A","HOME_RECORD_A","ROAD_RECORD_A"
"2015-11-28","NOP","UTA",2015,"YES",38,82,0.46,9,18,0.5,16,21,0.76,12,37,49,18,11,9,15,25,101,29,69,0.42,5,17,0.29,24,30,0.8,4,31,35,19,8,4,16,19,87,8,7,0.533,"3-2","5-5",4,13,0.235,"3-4","1-9"
"2015-11-28","SAC","GSW",2015,"YES",39,80,0.49,16,30,0.53,26,31,0.84,13,35,48,32,8,7,14,19,120,39,100,0.39,10,25,0.4,13,15,0.87,19,29,48,22,9,7,14,24,101,18,0,1,"10-0","8-0",6,12,0.333,"4-6","2-6"
"2015-11-28","TOR","WAS",2015,"NO",27,82,0.33,7,23,0.3,21,27,0.78,10,32,42,20,11,3,14,16,82,31,72,0.43,11,24,0.46,11,14,0.79,6,42,48,17,8,7,22,21,84,6,8,0.429,"3-4","3-4",11,6,0.647,"4-1","7-5"
"2015-11-29","BOS","ORL",2015,"YES",45,93,0.48,9,25,0.36,11,16,0.69,17,37,54,24,6,7,13,20,110,36,88,0.41,5,27,0.19,14,20,0.7,9,25,34,28,7,6,11,16,91,9,8,0.529,"7-3","2-5",9,8,0.529,"6-4","3-4"
"2015-11-29","DET","BKN",2015,"YES",35,81,0.43,4,12,0.33,13,16,0.81,7,44,51,15,8,11,19,16,87,34,101,0.34,6,24,0.25,9,21,0.43,19,32,51,19,11,1,14,15,83,4,13,0.235,"3-3","1-10",8,9,0.471,"4-2","4-7"
"2015-11-29","HOU","NYK",2015,"NO",45,78,0.58,6,18,0.33,15,17,0.88,5,38,43,22,5,7,21,24,111,43,95,0.45,7,25,0.28,23,36,0.64,17,22,39,16,16,2,8,19,116,8,10,0.444,"3-6","5-4",7,10,0.412,"4-7","3-3"
"2015-11-29","IND","LAL",2015,"NO",38,99,0.38,11,33,0.33,16,22,0.73,15,39,54,17,6,5,10,27,103,34,83,0.41,9,27,0.33,30,37,0.81,9,41,50,17,4,5,15,18,107,2,14,0.125,"1-6","1-8",11,5,0.688,"6-2","5-3"
"2015-11-29","MIL","CHA",2015,"YES",27,70,0.39,15,31,0.48,18,22,0.82,7,36,43,20,6,6,13,16,87,33,82,0.4,8,28,0.29,8,14,0.57,13,33,46,25,9,2,14,24,82,10,7,0.588,"8-2","2-5",6,11,0.353,"4-4","2-7"
"2015-11-29","MIN","LAC",2015,"YES",39,75,0.52,8,22,0.36,21,33,0.64,7,32,39,24,3,5,13,21,107,37,82,0.45,8,16,0.5,17,21,0.81,7,32,39,21,7,3,13,27,99,9,8,0.529,"7-4","2-4",8,9,0.471,"2-6","6-3"
"2015-11-29","PHI","MEM",2015,"YES",34,81,0.42,4,13,0.31,20,27,0.74,15,34,49,19,11,7,26,18,92,30,77,0.39,12,36,0.33,12,16,0.75,8,33,41,23,18,9,25,29,84,10,8,0.556,"6-3","4-5",0,18,0,"0-7","0-11"
"2015-11-29","PHX","TOR",2015,"NO",38,86,0.44,12,29,0.41,14,17,0.82,8,35,43,19,6,7,11,17,102,40,94,0.43,11,27,0.41,16,20,0.8,13,37,50,24,4,9,9,15,107,11,7,0.611,"4-2","7-5",8,9,0.471,"5-5","3-4"
"2015-11-30","BOS","MIA",2015,"NO",36,75,0.48,5,17,0.29,18,24,0.75,11,27,38,21,9,6,18,19,95,38,80,0.48,8,20,0.4,21,25,0.84,12,28,40,23,15,3,15,21,105,10,6,0.625,"8-3","2-3",10,8,0.556,"6-4","4-4"
"2015-11-30","DAL","SAC",2015,"YES",36,79,0.46,9,31,0.29,31,44,0.7,9,33,42,22,1,1,11,18,112,36,84,0.43,9,37,0.24,17,22,0.77,9,31,40,22,8,3,16,30,98,7,12,0.368,"5-6","2-6",10,8,0.556,"5-2","5-6"
"2015-11-30","DEN","MIL",2015,"YES",35,77,0.45,6,18,0.33,16,22,0.73,8,30,38,25,10,12,13,19,92,28,75,0.37,6,19,0.32,12,16,0.75,10,33,43,19,6,4,22,20,74,7,11,0.389,"5-4","2-7",6,12,0.333,"3-6","3-6"
"2015-11-30","GSW","UTA",2015,"NO",40,89,0.45,6,19,0.32,17,22,0.77,10,25,35,18,9,2,8,16,103,40,82,0.49,14,29,0.48,12,15,0.8,14,31,45,21,2,5,15,19,106,8,8,0.5,"3-3","5-5",19,0,1,"10-0","9-0"
"2015-11-30","HOU","DET",2015,"YES",45,85,0.53,8,23,0.35,18,37,0.49,14,32,46,22,8,8,11,19,116,35,88,0.4,11,27,0.41,24,28,0.86,16,29,45,19,11,7,16,27,105,9,9,0.5,"5-2","4-7",7,11,0.389,"4-7","3-4"
"2015-11-30","OKC","ATL",2015,"YES",39,90,0.43,10,28,0.36,18,20,0.9,14,37,51,23,9,8,12,15,106,37,93,0.4,7,19,0.37,19,22,0.86,13,35,48,19,8,8,11,19,100,12,8,0.6,"7-3","5-5",11,7,0.611,"8-3","3-4"
"2015-11-30","POR","LAC",2015,"YES",33,85,0.39,8,19,0.42,28,56,0.5,18,37,55,26,7,5,10,22,102,33,87,0.38,5,23,0.22,16,27,0.59,13,41,54,18,6,2,18,38,87,10,8,0.556,"8-4","2-4",7,11,0.389,"4-4","3-7"
"2015-11-30","SAS","CHI",2015,"YES",37,86,0.43,6,16,0.38,12,20,0.6,12,39,51,25,4,6,10,21,92,37,90,0.41,2,14,0.14,13,18,0.72,12,35,47,20,5,4,9,17,89,10,5,0.667,"6-1","4-4",14,4,0.778,"9-0","5-4"
"2015-12-01","DAL","POR",2015,"NO",41,100,0.41,15,40,0.38,15,17,0.88,13,37,50,24,6,1,15,23,112,43,94,0.46,9,29,0.31,20,24,0.83,12,37,49,23,7,5,12,17,115,7,12,0.368,"4-5","3-7",11,8,0.579,"5-2","6-6"
"2015-12-01","LAL","PHI",2015,"YES",37,79,0.47,14,32,0.44,15,23,0.65,10,37,47,28,6,8,15,18,103,33,89,0.37,8,34,0.24,17,24,0.71,12,34,46,15,4,2,11,19,91,1,18,0.053,"1-7","0-11",2,15,0.118,"1-6","1-9"
"2015-12-01","MEM","NOP",2015,"NO",35,81,0.43,9,27,0.33,25,33,0.76,9,28,37,25,3,11,8,21,104,43,90,0.48,2,10,0.2,25,26,0.96,13,36,49,21,3,4,6,23,113,4,14,0.222,"3-5","1-9",11,8,0.579,"6-3","5-5"
"2015-12-01","ORL","MIN",2015,"NO",29,77,0.38,4,19,0.21,31,38,0.82,12,34,46,14,7,11,13,20,93,38,86,0.44,5,17,0.29,15,20,0.75,11,33,44,19,7,5,13,30,96,8,10,0.444,"2-7","6-3",10,8,0.556,"7-3","3-5"
"2015-12-01","PHX","BKN",2015,"YES",41,84,0.49,4,13,0.31,8,12,0.67,6,36,42,23,10,4,15,19,94,33,75,0.44,10,28,0.36,15,22,0.68,4,35,39,20,9,3,16,13,91,5,13,0.278,"4-3","1-10",8,10,0.444,"5-5","3-5"
"2015-12-01","WAS","CLE",2015,"NO",28,83,0.34,9,30,0.3,20,23,0.87,10,37,47,15,8,3,18,18,85,39,83,0.47,7,28,0.25,12,16,0.75,2,37,39,23,7,5,12,23,97,13,5,0.722,"9-1","4-4",7,8,0.467,"3-4","4-4"
"2015-12-02","DEN","CHI",2015,"YES",36,89,0.4,6,17,0.35,21,27,0.78,15,47,62,22,3,10,14,17,99,36,93,0.39,5,15,0.33,13,22,0.59,13,36,49,26,8,8,7,22,90,11,5,0.688,"7-1","4-4",6,13,0.316,"3-6","3-7"
"2015-12-02","GSW","CHA",2015,"NO",35,94,0.37,9,31,0.29,20,30,0.67,13,28,41,19,10,7,8,13,99,46,88,0.52,16,34,0.47,8,11,0.73,11,42,53,31,2,9,18,23,116,10,8,0.556,"8-3","2-5",20,0,1,"10-0","10-0"
"2015-12-02","IND","LAC",2015,"NO",30,79,0.38,6,27,0.22,25,39,0.64,10,30,40,19,4,2,15,31,91,32,76,0.42,7,20,0.35,32,39,0.82,9,38,47,16,7,6,14,26,103,10,9,0.526,"8-5","2-4",12,5,0.706,"6-2","6-3"
"2015-12-02","LAL","WAS",2015,"NO",37,79,0.47,7,21,0.33,23,31,0.74,8,33,41,24,11,2,23,15,104,41,96,0.43,8,25,0.32,18,20,0.9,16,29,45,17,18,3,16,22,108,7,9,0.438,"3-5","4-4",3,15,0.167,"1-6","2-9"
"2015-12-02","MIL","SAS",2015,"YES",37,90,0.41,7,21,0.33,14,20,0.7,11,43,54,25,11,9,11,12,95,26,78,0.33,3,14,0.21,15,18,0.83,6,38,44,17,7,6,16,20,70,15,4,0.789,"10-0","5-4",7,12,0.368,"5-4","2-8"
"2015-12-02","NOP","HOU",2015,"YES",36,87,0.41,8,27,0.3,28,39,0.72,9,33,42,20,9,7,10,23,108,36,88,0.41,7,25,0.28,22,25,0.88,16,40,56,20,5,6,23,32,101,8,11,0.421,"5-7","3-4",4,15,0.211,"3-5","1-10"
"2015-12-02","PHI","NYK",2015,"YES",38,88,0.43,4,19,0.21,19,22,0.86,8,42,50,19,5,9,17,17,99,32,86,0.37,9,30,0.3,14,24,0.58,7,35,42,11,8,7,13,19,87,9,10,0.474,"4-6","5-4",1,19,0.05,"1-7","0-12"
"2015-12-02","PHX","DET",2015,"YES",44,87,0.51,12,27,0.44,27,44,0.61,13,37,50,24,10,1,18,20,127,47,97,0.48,14,33,0.42,14,15,0.93,10,26,36,28,7,3,15,33,122,10,9,0.526,"6-2","4-7",8,11,0.421,"5-5","3-6"
"2015-12-02","TOR","ATL",2015,"NO",33,90,0.37,8,27,0.3,12,16,0.75,13,30,43,22,8,7,12,20,86,36,79,0.46,6,25,0.24,18,24,0.75,8,42,50,12,10,5,12,18,96,12,9,0.571,"7-4","5-5",12,7,0.632,"4-2","8-5"
"2015-12-03","BOS","SAC",2015,"NO",29,77,0.38,7,21,0.33,32,41,0.78,9,37,46,21,8,4,19,20,97,40,84,0.48,14,33,0.42,20,24,0.83,6,34,40,34,14,5,16,32,114,7,13,0.35,"5-7","2-6",11,8,0.579,"6-4","5-4"
"2015-12-03","DEN","TOR",2015,"NO",39,92,0.42,8,27,0.3,19,22,0.86,9,30,39,21,9,3,4,16,105,38,81,0.47,12,27,0.44,18,18,1,6,36,42,30,2,4,11,19,106,12,8,0.6,"4-3","8-5",7,13,0.35,"3-6","4-7"
"2015-12-03","IND","POR",2015,"YES",44,85,0.52,18,36,0.5,17,20,0.85,15,33,48,26,11,3,15,20,123,38,88,0.43,13,30,0.43,22,24,0.92,15,26,41,18,4,3,12,17,111,8,12,0.4,"5-5","3-7",12,6,0.667,"6-2","6-4"
"2015-12-03","OKC","MIA",2015,"YES",40,81,0.49,3,13,0.23,14,24,0.58,6,29,35,25,10,3,9,14,97,35,79,0.44,4,16,0.25,21,24,0.88,9,35,44,15,5,1,15,18,95,11,6,0.647,"9-3","2-3",11,8,0.579,"8-3","3-5"
"2015-12-03","ORL","UTA",2015,"NO",31,72,0.43,14,33,0.42,18,24,0.75,5,34,39,18,4,8,19,16,94,40,89,0.45,8,23,0.35,15,15,1,9,31,40,19,13,4,10,20,103,8,9,0.471,"3-4","5-5",11,8,0.579,"7-3","4-5"
"2015-12-03","SAS","MEM",2015,"NO",30,80,0.38,2,16,0.12,21,25,0.84,9,28,37,19,6,6,11,17,83,40,80,0.5,10,18,0.56,13,18,0.72,10,38,48,27,8,8,15,21,103,11,9,0.55,"6-4","5-5",16,4,0.8,"10-0","6-4"
"2015-12-04","BKN","NYK",2015,"YES",39,87,0.45,12,27,0.44,18,21,0.86,8,36,44,25,8,6,13,14,108,39,91,0.43,3,11,0.27,10,15,0.67,13,36,49,15,9,4,13,13,91,10,10,0.5,"5-6","5-4",5,14,0.263,"4-3","1-11"
"2015-12-04","CLE","NOP",2015,"YES",42,85,0.49,9,25,0.36,21,31,0.68,11,35,46,25,10,2,15,25,114,39,89,0.44,10,33,0.3,20,24,0.83,12,31,43,18,8,1,14,26,108,5,15,0.25,"4-5","1-10",13,6,0.684,"9-1","4-5"
"2015-12-04","HOU","DAL",2015,"NO",37,81,0.46,8,29,0.28,14,20,0.7,11,31,42,23,8,5,17,17,96,39,84,0.46,12,26,0.46,10,18,0.56,15,30,45,20,12,5,18,22,100,11,9,0.55,"5-3","6-6",9,11,0.45,"5-7","4-4"
"2015-12-04","LAL","ATL",2015,"YES",37,74,0.5,10,26,0.38,16,20,0.8,9,34,43,24,11,9,17,11,100,32,86,0.37,13,27,0.48,10,13,0.77,15,27,42,19,10,7,16,14,87,13,9,0.591,"8-4","5-5",3,16,0.158,"1-6","2-10"
"2015-12-04","MIL","DET",2015,"YES",34,82,0.41,7,23,0.3,27,39,0.69,8,38,46,18,8,4,9,11,102,39,87,0.45,4,18,0.22,13,14,0.93,9,42,51,21,6,6,14,33,95,11,9,0.55,"7-2","4-7",7,13,0.35,"5-4","2-9"
"2015-12-04","PHX","WAS",2015,"YES",40,82,0.49,10,26,0.38,19,25,0.76,15,26,41,19,9,2,21,21,109,43,84,0.51,10,23,0.43,10,16,0.62,12,23,35,21,8,4,20,23,106,8,9,0.471,"4-5","4-4",8,12,0.4,"5-5","3-7"
"2015-12-05","BOS","SAS",2015,"YES",44,83,0.53,5,17,0.29,15,22,0.68,11,36,47,26,3,3,14,22,108,39,86,0.45,12,29,0.41,15,22,0.68,11,28,39,22,9,3,14,22,105,17,4,0.81,"11-0","6-4",11,9,0.55,"6-4","5-5"
"2015-12-05","CHA","CHI",2015,"NO",37,89,0.42,9,25,0.36,13,19,0.68,12,40,52,29,5,5,14,19,96,37,89,0.42,10,34,0.29,18,25,0.72,13,37,50,23,10,3,9,18,102,11,6,0.647,"7-2","4-4",11,8,0.579,"8-3","3-5"
"2015-12-05","CLE","MIA",2015,"YES",37,68,0.54,7,16,0.44,18,29,0.62,3,38,41,21,5,9,15,25,99,31,85,0.36,6,28,0.21,16,24,0.67,11,25,36,14,8,1,14,26,84,12,6,0.667,"10-3","2-3",13,7,0.65,"9-1","4-6"
"2015-12-05","DEN","PHI",2015,"NO",37,74,0.5,15,31,0.48,16,26,0.62,7,33,40,22,11,8,20,28,105,37,81,0.46,11,31,0.35,23,38,0.61,13,34,47,25,8,4,17,21,108,1,20,0.048,"1-8","0-12",8,13,0.381,"3-6","5-7"
"2015-12-05","GSW","TOR",2015,"NO",40,91,0.44,8,20,0.4,21,26,0.81,11,27,38,21,9,3,6,27,109,35,73,0.48,16,30,0.53,26,36,0.72,8,35,43,22,2,5,12,24,112,12,9,0.571,"4-4","8-5",21,0,1,"10-0","11-0"
"2015-12-05","IND","UTA",2015,"YES",43,92,0.47,8,23,0.35,28,37,0.76,19,35,54,21,7,3,15,30,122,40,93,0.43,12,29,0.41,27,34,0.79,12,32,44,17,10,2,15,34,119,9,9,0.5,"4-4","5-5",12,7,0.632,"6-2","6-5"
"2015-12-05","NYK","MIL",2015,"YES",44,89,0.49,2,4,0.5,16,24,0.67,13,36,49,25,5,6,13,22,106,32,76,0.42,6,25,0.24,21,28,0.75,6,31,37,22,4,4,15,24,91,8,13,0.381,"6-4","2-9",10,11,0.476,"5-6","5-5"
"2015-12-05","ORL","LAC",2015,"YES",37,82,0.45,12,31,0.39,17,25,0.68,10,35,45,25,5,2,14,15,103,40,90,0.44,6,20,0.3,15,18,0.83,15,36,51,22,8,6,13,21,101,11,9,0.55,"9-5","2-4",11,9,0.55,"7-3","4-6"
"2015-12-05","POR","MIN",2015,"NO",38,83,0.46,5,15,0.33,22,26,0.85,13,32,45,24,3,4,14,24,103,39,77,0.51,10,20,0.5,21,30,0.7,8,32,40,23,7,3,14,21,109,8,11,0.421,"2-8","6-3",9,12,0.429,"5-5","4-7"
"2015-12-05","SAC","HOU",2015,"YES",36,78,0.46,16,34,0.47,32,43,0.74,13,30,43,25,9,5,17,18,120,46,98,0.47,10,26,0.38,11,13,0.85,13,34,47,35,12,7,13,27,113,10,11,0.476,"6-7","4-4",7,14,0.333,"5-7","2-7"
"2015-12-06","DAL","WAS",2015,"NO",42,89,0.47,8,27,0.3,12,21,0.57,6,25,31,22,9,0,6,22,104,38,76,0.5,16,31,0.52,24,27,0.89,6,44,50,25,5,4,16,17,116,8,10,0.444,"4-6","4-4",12,9,0.571,"5-3","7-6"
"2015-12-06","GSW","BKN",2015,"NO",39,89,0.44,5,17,0.29,15,23,0.65,11,35,46,21,8,2,13,18,98,44,86,0.51,14,33,0.42,12,23,0.52,10,36,46,25,9,9,12,18,114,5,15,0.25,"4-4","1-11",22,0,1,"10-0","12-0"
"2015-12-06","LAL","DET",2015,"YES",41,93,0.44,9,24,0.38,20,26,0.77,17,44,61,20,11,1,16,21,111,32,80,0.4,5,18,0.28,22,29,0.76,8,31,39,12,6,4,15,21,91,12,9,0.571,"8-2","4-7",3,17,0.15,"1-6","2-11"
"2015-12-06","PHX","MEM",2015,"YES",36,90,0.4,5,15,0.33,18,24,0.75,15,31,46,23,8,5,12,16,95,36,82,0.44,9,31,0.29,12,17,0.71,11,36,47,20,8,5,18,24,93,12,9,0.571,"7-4","5-5",8,13,0.381,"5-5","3-8"
"2015-12-06","SAC","OKC",2015,"YES",35,86,0.41,6,22,0.27,22,31,0.71,19,43,62,18,8,6,21,22,98,35,88,0.4,7,24,0.29,18,30,0.6,13,28,41,20,11,5,14,20,95,12,8,0.6,"9-3","3-5",7,15,0.318,"5-7","2-8"
"2015-12-07","BOS","NOP",2015,"NO",37,90,0.41,4,13,0.31,15,18,0.83,13,31,44,21,8,6,14,17,93,40,81,0.49,12,28,0.43,19,24,0.79,10,36,46,24,8,8,17,18,111,5,16,0.238,"4-6","1-10",12,9,0.571,"6-4","6-5"
"2015-12-07","DAL","NYK",2015,"NO",40,84,0.48,9,25,0.36,8,9,0.89,3,34,37,25,4,4,13,21,97,37,82,0.45,13,31,0.42,17,20,0.85,7,36,43,21,7,3,9,14,104,10,12,0.455,"5-7","5-5",13,9,0.591,"5-3","8-6"
"2015-12-07","DET","CHA",2015,"YES",36,84,0.43,8,26,0.31,24,35,0.69,14,43,57,21,5,5,14,20,104,32,87,0.37,10,34,0.29,10,22,0.45,7,34,41,17,11,2,12,20,84,12,8,0.6,"9-3","3-5",12,10,0.545,"8-2","4-8"
"2015-12-07","LAC","MIN",2015,"NO",36,82,0.44,7,18,0.39,27,35,0.77,11,35,46,18,10,3,18,29,106,38,86,0.44,8,25,0.32,26,29,0.9,13,30,43,21,10,9,17,26,110,8,12,0.4,"2-9","6-3",12,9,0.571,"9-5","3-4"
"2015-12-07","LAL","TOR",2015,"YES",34,74,0.46,9,25,0.36,25,32,0.78,8,30,38,18,7,2,7,13,102,34,83,0.41,7,19,0.37,18,20,0.9,14,33,47,14,4,4,15,23,93,13,9,0.591,"5-4","8-5",3,18,0.143,"1-6","2-12"
"2015-12-07","PHX","CHI",2015,"NO",41,90,0.46,6,21,0.29,13,18,0.72,16,32,48,28,11,8,20,19,101,41,92,0.45,7,17,0.41,14,17,0.82,10,30,40,18,12,4,18,17,103,11,7,0.611,"7-3","4-4",9,13,0.409,"5-5","4-8"
"2015-12-07","POR","MIL",2015,"YES",30,73,0.41,4,13,0.31,26,33,0.79,10,35,45,22,8,7,16,19,90,33,85,0.39,8,33,0.24,14,18,0.78,15,31,46,21,10,7,17,25,88,9,13,0.409,"7-4","2-9",9,13,0.409,"5-5","4-8"
"2015-12-07","SAS","PHI",2015,"NO",26,75,0.35,4,24,0.17,12,21,0.57,6,25,31,14,3,1,13,25,68,47,76,0.62,4,11,0.36,21,25,0.84,7,40,47,32,4,1,7,17,119,1,21,0.045,"1-9","0-12",18,4,0.818,"11-0","7-4"
"2015-12-07","WAS","MIA",2015,"NO",41,69,0.59,5,16,0.31,16,22,0.73,4,30,34,25,5,6,16,18,103,46,92,0.5,9,18,0.5,13,17,0.76,12,25,37,23,7,2,10,19,114,12,7,0.632,"10-4","2-3",9,10,0.474,"4-6","5-4"
"2015-12-08","GSW","IND",2015,"NO",44,100,0.44,14,33,0.42,21,26,0.81,16,28,44,23,8,3,16,18,123,52,95,0.55,16,35,0.46,11,15,0.73,10,36,46,29,10,6,15,19,131,12,8,0.6,"6-3","6-5",23,0,1,"10-0","13-0"
"2015-12-08","HOU","BKN",2015,"YES",45,81,0.56,7,18,0.39,13,16,0.81,12,30,42,27,14,7,24,17,110,39,82,0.48,15,35,0.43,12,17,0.71,10,26,36,26,20,3,23,15,105,6,15,0.286,"5-4","1-11",10,12,0.455,"6-7","4-5"
"2015-12-08","OKC","MEM",2015,"NO",33,81,0.41,3,14,0.21,19,22,0.86,11,22,33,14,6,4,15,17,88,47,84,0.56,13,26,0.5,18,23,0.78,10,36,46,31,11,3,12,17,125,12,10,0.545,"7-5","5-5",13,8,0.619,"9-3","4-5"
"2015-12-08","ORL","DEN",2015,"NO",28,84,0.33,7,24,0.29,11,20,0.55,10,37,47,19,11,7,17,16,74,38,88,0.43,1,16,0.06,8,10,0.8,10,44,54,14,9,8,20,19,85,8,14,0.364,"3-7","5-7",12,9,0.571,"7-3","5-6"
"2015-12-08","POR","CLE",2015,"YES",40,79,0.51,9,21,0.43,16,20,0.8,6,24,30,18,10,4,8,18,105,40,79,0.51,11,26,0.42,9,16,0.56,10,26,36,21,3,2,18,25,100,14,7,0.667,"10-1","4-6",9,14,0.391,"5-5","4-9"
"2015-12-08","UTA","SAC",2015,"YES",43,77,0.56,10,28,0.36,18,24,0.75,9,31,40,29,6,2,15,18,114,38,92,0.41,15,36,0.42,15,22,0.68,19,25,44,23,7,0,12,22,106,8,15,0.348,"6-7","2-8",9,10,0.474,"4-4","5-6"
"2015-12-09","ATL","DAL",2015,"NO",36,100,0.36,7,31,0.23,16,19,0.84,20,31,51,18,7,3,9,15,95,39,81,0.48,6,20,0.3,14,18,0.78,6,41,47,26,7,7,14,19,98,13,10,0.565,"5-4","8-6",14,9,0.609,"8-4","6-5"
"2015-12-09","CHI","BOS",2015,"YES",38,92,0.41,5,23,0.22,24,28,0.86,13,32,45,22,10,4,12,22,105,39,91,0.43,6,21,0.29,16,23,0.7,15,35,50,22,7,5,16,18,100,13,9,0.591,"7-4","6-5",11,8,0.579,"7-3","4-5"
"2015-12-09","HOU","WAS",2015,"NO",39,89,0.44,5,25,0.2,20,24,0.83,11,36,47,20,8,3,18,25,103,40,83,0.48,12,33,0.36,17,25,0.68,6,36,42,23,8,4,19,23,109,9,11,0.45,"4-7","5-4",11,12,0.478,"6-7","5-5"
"2015-12-09","LAC","MIL",2015,"NO",42,90,0.47,2,10,0.2,9,12,0.75,7,33,40,26,7,1,11,29,95,38,81,0.47,12,28,0.43,21,36,0.58,12,39,51,27,7,8,14,16,109,9,14,0.391,"7-5","2-9",13,9,0.591,"9-5","4-4"
"2015-12-09","LAL","MIN",2015,"YES",46,93,0.49,7,19,0.37,24,31,0.77,14,33,47,30,4,4,14,20,123,48,93,0.52,9,23,0.39,17,27,0.63,9,31,40,19,9,1,9,23,122,9,12,0.429,"3-9","6-3",3,19,0.136,"1-6","2-13"
"2015-12-09","MEM","DET",2015,"NO",37,87,0.43,8,29,0.28,10,15,0.67,13,30,43,17,9,6,12,16,92,41,88,0.47,4,15,0.27,7,13,0.54,16,37,53,23,4,4,17,15,93,12,11,0.522,"8-3","4-8",13,10,0.565,"7-5","6-5"
"2015-12-09","MIA","CHA",2015,"YES",40,81,0.49,11,27,0.41,8,17,0.47,3,37,40,27,9,5,10,21,99,29,75,0.39,6,21,0.29,17,24,0.71,7,36,43,17,3,8,17,14,81,13,8,0.619,"10-3","3-5",12,8,0.6,"10-4","2-4"
"2015-12-09","NYK","UTA",2015,"YES",39,80,0.49,9,21,0.43,19,23,0.83,9,42,51,26,6,2,14,26,106,31,78,0.4,8,21,0.38,15,27,0.56,7,29,36,20,10,3,10,24,85,10,10,0.5,"5-4","5-6",10,13,0.435,"5-7","5-6"
"2015-12-09","ORL","PHX",2015,"YES",41,80,0.51,6,24,0.25,19,27,0.7,11,33,44,23,9,6,18,16,107,40,85,0.47,12,25,0.48,12,16,0.75,5,27,32,28,11,1,16,26,104,10,13,0.435,"6-5","4-8",12,10,0.545,"7-3","5-7"
"2015-12-09","SAS","TOR",2015,"YES",37,64,0.58,3,10,0.3,20,22,0.91,4,30,34,23,10,2,20,24,97,34,76,0.45,7,25,0.28,19,24,0.79,13,22,35,23,10,2,17,19,94,14,9,0.609,"6-4","8-5",18,5,0.783,"11-0","7-5"
"2015-12-10","ATL","OKC",2015,"YES",39,80,0.49,9,17,0.53,20,26,0.77,10,42,52,24,6,2,14,16,107,35,78,0.45,10,28,0.36,14,23,0.61,5,29,34,21,9,7,9,19,94,14,8,0.636,"10-3","4-5",14,10,0.583,"8-4","6-6"
"2015-12-10","LAC","CHI",2015,"YES",31,87,0.36,7,23,0.3,14,16,0.88,13,41,54,20,8,6,11,12,83,30,88,0.34,10,22,0.45,10,12,0.83,15,37,52,22,4,4,13,15,80,12,8,0.6,"8-3","4-5",13,10,0.565,"9-5","4-5"
"2015-12-10","NYK","SAC",2015,"YES",42,93,0.45,3,16,0.19,12,16,0.75,10,34,44,24,6,3,12,20,99,33,83,0.4,9,29,0.31,22,28,0.79,13,41,54,17,9,6,18,22,97,9,15,0.375,"7-7","2-8",10,14,0.417,"5-7","5-7"
"2015-12-10","PHI","BKN",2015,"YES",37,74,0.5,6,14,0.43,20,27,0.74,9,34,43,22,5,1,19,20,100,34,87,0.39,4,31,0.13,19,22,0.86,13,25,38,17,14,6,10,22,91,7,15,0.318,"6-4","1-11",1,22,0.043,"1-9","0-13"
"2015-12-11","CHA","MEM",2015,"NO",32,80,0.4,7,20,0.35,28,37,0.76,11,29,40,19,8,5,12,24,99,39,78,0.5,18,37,0.49,27,30,0.9,7,34,41,23,5,5,13,24,123,13,11,0.542,"7-6","6-5",14,8,0.636,"10-3","4-5"
"2015-12-11","CLE","ORL",2015,"NO",28,72,0.39,6,22,0.27,14,20,0.7,6,24,30,16,8,3,19,24,76,41,72,0.57,11,21,0.52,18,27,0.67,9,36,45,28,12,0,18,19,111,12,11,0.522,"7-4","5-7",15,7,0.682,"10-1","5-6"
"2015-12-11","DET","PHI",2015,"NO",36,80,0.45,6,18,0.33,17,24,0.71,13,31,44,22,5,5,21,16,95,43,93,0.46,10,27,0.37,11,16,0.69,17,31,48,18,9,9,14,21,107,1,23,0.042,"1-10","0-13",13,11,0.542,"8-3","5-8"
"2015-12-11","GSW","BOS",2015,"NO",49,114,0.43,12,33,0.36,9,16,0.56,11,40,51,32,7,9,15,30,119,42,107,0.39,9,31,0.29,31,39,0.79,17,50,67,28,10,11,18,22,124,13,10,0.565,"7-5","6-5",24,0,1,"10-0","14-0"
"2015-12-11","LAL","SAS",2015,"YES",44,82,0.54,6,14,0.43,15,25,0.6,11,38,49,26,9,6,13,13,109,36,88,0.41,9,25,0.36,6,10,0.6,9,27,36,20,7,5,15,21,87,19,5,0.792,"12-0","7-5",3,20,0.13,"1-6","2-14"
"2015-12-11","MIA","IND",2015,"YES",36,86,0.42,6,28,0.21,18,20,0.9,7,38,45,22,13,6,12,13,96,35,81,0.43,5,20,0.25,8,13,0.62,8,37,45,14,6,8,19,16,83,13,8,0.619,"7-3","6-5",12,9,0.571,"10-4","2-5"
